go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0051640	BP	7	3586	3	3.0613353689344938	4.8023488159296174e-17	7	organelle localization	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0048284	BP	7	3568	5	3.054075495986424	6.997730655661389e-17	7	organelle fusion	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0090174	BP	7	3543	6	3.0439313461844324	9.988388299822227e-17	7	organelle membrane fusion	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0006906	BP	7	3543	6	3.0439313461844324	9.988388299822227e-17	7	vesicle fusion	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0140029	BP	7	3503	2	3.027550868868182	2.1385070476792495e-16	7	exocytic process	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0006887	BP	7	3503	3	3.027550868868182	2.1385070476792495e-16	7	exocytosis	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0099500	BP	7	3503	3	3.027550868868182	2.1385070476792495e-16	7	vesicle fusion to plasma membrane	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0007389	BP	13	6437	2	3.0122635534923417	2.4758059305486324e-30	13	pattern specification process	['Transcript_176163.0', 'Transcript_22662.0', 'Transcript_234590.0', 'Transcript_244427.0', 'Transcript_34204.0', 'Transcript_52618.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_73541.0', 'Transcript_8860.0', 'Transcript_98218.0']
GO:0017157	BP	7	3430	5	2.997168457126294	6.355311518247493e-16	7	regulation of exocytosis	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0030001	BP	10	4861	6	2.985639842024943	1.3689386380134446e-22	10	metal ion transport	['Transcript_168015.0', 'Transcript_216841.0', 'Transcript_226660.0', 'Transcript_244099.0', 'Transcript_80386.0', 'Transcript_8860.0', 'Transcript_90437.0', 'Transcript_92374.0', 'Transcript_94126.0', 'Transcript_97485.0']
GO:0003002	BP	13	5919	3	2.891228541427346	9.675675260246045e-27	13	regionalization	['Transcript_176163.0', 'Transcript_22662.0', 'Transcript_234590.0', 'Transcript_244427.0', 'Transcript_34204.0', 'Transcript_52618.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_73541.0', 'Transcript_8860.0', 'Transcript_98218.0']
GO:0043583	BP	7	3138	5	2.8688052330342164	5.2559686359714065e-14	7	ear development	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0048839	BP	7	3127	3	2.8637390999911596	5.1143112243151163e-14	7	inner ear development	['Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0022607	BP	12	5293	4	2.8454379560374425	1.1154760939087213e-23	12	cellular component assembly	['Transcript_143010.0', 'Transcript_161244.0', 'Transcript_190433.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_289203.0', 'Transcript_32285.0', 'Transcript_38127.0', 'Transcript_44975.0', 'Transcript_61447.0', 'Transcript_80969.0']
GO:0006357	BP	26	11274	7	2.8208026521238425	7.3185486468467e-53	26	regulation of transcription by RNA polymerase II	['Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_60399.0', 'Transcript_65122.0', 'Transcript_66899.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0007166	BP	26	11016	3	2.787403644117595	5.1524721506402143e-51	26	cell surface receptor signaling pathway	['Transcript_110081.0', 'Transcript_161244.0', 'Transcript_176163.0', 'Transcript_234067.0', 'Transcript_234590.0', 'Transcript_244427.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_268824.0', 'Transcript_34204.0', 'Transcript_38127.0', 'Transcript_41509.0', 'Transcript_52618.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_61403.0', 'Transcript_61447.0', 'Transcript_61635.0', 'Transcript_63015.0', 'Transcript_67453.0', 'Transcript_68249.0', 'Transcript_73541.0', 'Transcript_76702.0', 'Transcript_80969.0', 'Transcript_8860.0', 'Transcript_98218.0']
GO:0098655	BP	10	4220	4	2.781629706830908	1.7838831606114613e-18	10	cation transmembrane transport	['Transcript_168015.0', 'Transcript_216841.0', 'Transcript_226660.0', 'Transcript_244099.0', 'Transcript_80386.0', 'Transcript_8860.0', 'Transcript_90437.0', 'Transcript_92374.0', 'Transcript_94126.0', 'Transcript_97485.0']
GO:0098662	BP	10	4200	5	2.774776035789846	2.535673888310504e-18	10	inorganic cation transmembrane transport	['Transcript_168015.0', 'Transcript_216841.0', 'Transcript_226660.0', 'Transcript_244099.0', 'Transcript_80386.0', 'Transcript_8860.0', 'Transcript_90437.0', 'Transcript_92374.0', 'Transcript_94126.0', 'Transcript_97485.0']
GO:0060059	BP	24	219	4	2.7496449229962594	2.0960015777144724e-12	24	embryonic retina morphogenesis in camera-type eye	['Transcript_110159.0', 'Transcript_140706.0', 'Transcript_159605.0', 'Transcript_175743.0', 'Transcript_205376.0', 'Transcript_234534.0', 'Transcript_236100.0', 'Transcript_263083.0', 'Transcript_263190.0', 'Transcript_271136.0', 'Transcript_34218.0', 'Transcript_34924.0', 'Transcript_40915.0', 'Transcript_45799.0', 'Transcript_46891.0', 'Transcript_50731.0', 'Transcript_50733.0', 'Transcript_53884.0', 'Transcript_54758.0', 'Transcript_58371.0', 'Transcript_61969.0', 'Transcript_84079.0', 'Transcript_86957.0', 'Transcript_95640.0']
GO:0002682	BP	7	2849	3	2.7294155023899704	3.90664116092472e-12	7	regulation of immune system process	['Transcript_126778.0', 'Transcript_246268.0', 'Transcript_26229.0', 'Transcript_53709.0', 'Transcript_60029.0', 'Transcript_65535.0', 'Transcript_8860.0']
GO:0009953	BP	10	4038	4	2.718027618567834	2.9347659200509053e-17	10	dorsal/ventral pattern formation	['Transcript_176163.0', 'Transcript_234590.0', 'Transcript_34204.0', 'Transcript_52618.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_73541.0', 'Transcript_98218.0']
GO:0030182	BP	13	5209	4	2.7068815217333335	3.1052417717174008e-22	13	neuron differentiation	['Transcript_102286.0', 'Transcript_161244.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_258871.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_47284.0', 'Transcript_61447.0', 'Transcript_65122.0', 'Transcript_70451.0', 'Transcript_80969.0', 'Transcript_86473.0']
GO:0070838	BP	8	3125	7	2.6701709925605353	4.894074435148862e-13	8	divalent metal ion transport	['Transcript_168015.0', 'Transcript_216841.0', 'Transcript_226660.0', 'Transcript_80386.0', 'Transcript_8860.0', 'Transcript_90437.0', 'Transcript_92374.0', 'Transcript_94126.0']
GO:0072511	BP	8	3125	6	2.6701709925605353	4.894074435148862e-13	8	divalent inorganic cation transport	['Transcript_168015.0', 'Transcript_216841.0', 'Transcript_226660.0', 'Transcript_80386.0', 'Transcript_8860.0', 'Transcript_90437.0', 'Transcript_92374.0', 'Transcript_94126.0']
GO:0002520	BP	10	3887	2	2.663043815575558	2.503476089570974e-16	10	immune system development	['Transcript_246268.0', 'Transcript_258871.0', 'Transcript_26229.0', 'Transcript_27162.0', 'Transcript_53709.0', 'Transcript_56357.0', 'Transcript_60029.0', 'Transcript_63015.0', 'Transcript_65535.0', 'Transcript_68249.0']
GO:0048534	BP	10	3885	4	2.6623013065314334	2.4921076455876246e-16	10	hematopoietic or lymphoid organ development	['Transcript_246268.0', 'Transcript_258871.0', 'Transcript_26229.0', 'Transcript_27162.0', 'Transcript_53709.0', 'Transcript_56357.0', 'Transcript_60029.0', 'Transcript_63015.0', 'Transcript_65535.0', 'Transcript_68249.0']
GO:0030097	BP	10	3874	5	2.6582106618396146	2.458607247841167e-16	10	hemopoiesis	['Transcript_246268.0', 'Transcript_258871.0', 'Transcript_26229.0', 'Transcript_27162.0', 'Transcript_53709.0', 'Transcript_56357.0', 'Transcript_60029.0', 'Transcript_63015.0', 'Transcript_65535.0', 'Transcript_68249.0']
GO:0006474	BP	4	39	5	2.6540672630140283	0.013469204085442816	4	N-terminal protein amino acid acetylation	['Transcript_108722.0', 'Transcript_263626.0', 'Transcript_272299.0', 'Transcript_81460.0']
GO:0031325	BP	26	10043	5	2.6539934686041504	5.2625248928310675e-44	26	positive regulation of cellular metabolic process	['Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_60399.0', 'Transcript_65122.0', 'Transcript_66899.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0051173	BP	26	10019	5	2.650541699339009	7.938847011207747e-44	26	positive regulation of nitrogen compound metabolic process	['Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_60399.0', 'Transcript_65122.0', 'Transcript_66899.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:1905114	BP	11	4229	4	2.6471997445152278	1.0136253177682918e-17	11	cell surface receptor signaling pathway involved in cell-cell signaling	['Transcript_176163.0', 'Transcript_234590.0', 'Transcript_34204.0', 'Transcript_52618.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_73541.0', 'Transcript_8860.0', 'Transcript_98218.0']
GO:0198738	BP	11	4223	3	2.645151431287728	1.0136253177682918e-17	11	cell-cell signaling by wnt	['Transcript_176163.0', 'Transcript_234590.0', 'Transcript_34204.0', 'Transcript_52618.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_73541.0', 'Transcript_8860.0', 'Transcript_98218.0']
GO:0016055	BP	11	4217	5	2.6431002057655597	1.455361269110974e-17	11	Wnt signaling pathway	['Transcript_176163.0', 'Transcript_234590.0', 'Transcript_34204.0', 'Transcript_52618.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_73541.0', 'Transcript_8860.0', 'Transcript_98218.0']
GO:0006816	BP	8	3060	8	2.6398464557037373	9.390490219652609e-13	8	calcium ion transport	['Transcript_168015.0', 'Transcript_216841.0', 'Transcript_226660.0', 'Transcript_80386.0', 'Transcript_8860.0', 'Transcript_90437.0', 'Transcript_92374.0', 'Transcript_94126.0']
GO:0009893	BP	27	10281	4	2.633335993200585	8.061526014202481e-45	27	positive regulation of metabolic process	['Transcript_126778.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_60399.0', 'Transcript_65122.0', 'Transcript_66899.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0070588	BP	8	3037	6	2.628961711291183	1.3246812807930186e-12	8	calcium ion transmembrane transport	['Transcript_168015.0', 'Transcript_216841.0', 'Transcript_226660.0', 'Transcript_80386.0', 'Transcript_8860.0', 'Transcript_90437.0', 'Transcript_92374.0', 'Transcript_94126.0']
GO:0010604	BP	27	10238	5	2.627289306951636	1.1987093579615742e-44	27	positive regulation of macromolecule metabolic process	['Transcript_126778.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_60399.0', 'Transcript_65122.0', 'Transcript_66899.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0045494	BP	24	241	2	2.6115426463674716	1.634104609975888e-11	24	photoreceptor cell maintenance	['Transcript_110159.0', 'Transcript_140706.0', 'Transcript_159605.0', 'Transcript_175743.0', 'Transcript_205376.0', 'Transcript_234534.0', 'Transcript_236100.0', 'Transcript_263083.0', 'Transcript_263190.0', 'Transcript_271136.0', 'Transcript_34218.0', 'Transcript_34924.0', 'Transcript_40915.0', 'Transcript_45799.0', 'Transcript_46891.0', 'Transcript_50731.0', 'Transcript_50733.0', 'Transcript_53884.0', 'Transcript_54758.0', 'Transcript_58371.0', 'Transcript_61969.0', 'Transcript_84079.0', 'Transcript_86957.0', 'Transcript_95640.0']
