# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
..GO:0051301	BP	e	cell division	31/354	557/59161	1.328580417443537e-20	2	31	4.312572035021721e-17	4.2038692973817466e-17	4.258100237906536e-17	1.0268028654813622e-18	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0, Transcript_98183.0
.....GO:0045214	BP	e	sarcomere organization	14/354	84/59161	1.2682504513185217e-16	8	14	4.1167409649799213e-13	4.012974347422264e-13	4.027963433387625e-13	5.798226711239326e-15	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_232582.0, Transcript_238953.0, Transcript_244324.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0
....GO:0030239	BP	e	myofibril assembly	14/354	107/59161	4.294928610993486e-15	8	14	1.3941338271284856e-11	1.3589932747122757e-11	1.3537614981851467e-11	1.4675092917141953e-13	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_232582.0, Transcript_238953.0, Transcript_244324.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0
.....GO:0071363	BP	e	cellular response to growth factor stimulus	32/354	983/59161	1.4486701264031332e-14	5	32	4.7023832303045707e-11	4.58385490743475e-11	4.561862228043467e-11	4.749882050812698e-13	Transcript_100228.0, Transcript_112853.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_225184.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
....GO:0070848	BP	e	response to growth factor	32/354	983/59161	1.4486701264031332e-14	4	32	4.7023832303045707e-11	4.58385490743475e-11	4.561862228043467e-11	4.749882050812698e-13	Transcript_100228.0, Transcript_112853.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_225184.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
......GO:0010454	BP	e	negative regulation of cell fate commitment	30/354	881/59161	3.149643923166388e-14	6	30	1.0223744174598096e-10	9.96604436768833e-11	9.902480494435124e-11	9.645041674149147e-13	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
.......GO:0009996	BP	e	negative regulation of cell fate specification	30/354	881/59161	3.149643923166388e-14	7	30	1.0223744174598096e-10	9.96604436768833e-11	9.902480494435124e-11	9.645041674149147e-13	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
......GO:2000542	BP	e	negative regulation of gastrulation	30/354	881/59161	3.149643923166388e-14	7	30	1.0223744174598096e-10	9.96604436768833e-11	9.902480494435124e-11	9.645041674149147e-13	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
......GO:0042659	BP	e	regulation of cell fate specification	30/354	881/59161	3.149643923166388e-14	6	30	1.0223744174598096e-10	9.96604436768833e-11	9.902480494435124e-11	9.645041674149147e-13	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
.....GO:0010453	BP	e	regulation of cell fate commitment	30/354	882/59161	3.2431112322919475e-14	5	30	1.0527139060019662e-10	1.0261791878326711e-10	1.0183369269396715e-10	9.838447719644543e-13	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
.....GO:0045992	BP	e	negative regulation of embryonic development	30/354	884/59161	3.438037748901506e-14	6	30	1.1159870532934288e-10	1.0878574714850283e-10	1.0792000493801828e-10	1.0333213456420638e-12	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
......GO:0060048	BP	e	cardiac muscle contraction	13/354	101/59161	5.1406939673814984e-14	6	13	1.6686692618120344e-10	1.6266087662419633e-10	1.6131497669643142e-10	1.5308892310202152e-12	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_232582.0, Transcript_238953.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0
.....GO:0010470	BP	e	regulation of gastrulation	30/354	901/59161	5.610733830928709e-14	6	30	1.821244201519459e-10	1.7753379003589505e-10	1.759526129379243e-10	1.6407605419094224e-12	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
...GO:0010927	BP	e	cellular component assembly involved in morphogenesis	14/354	134/59161	1.0437828497427911e-13	5	14	3.3881191302651e-10	3.302718162601419e-10	3.271215451093907e-10	2.9983355135089384e-12	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_232582.0, Transcript_238953.0, Transcript_244324.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0
.....GO:0060047	BP	e	heart contraction	18/354	309/59161	8.078160226884585e-13	5	18	2.6221708096467363e-09	2.5560763436868668e-09	2.5260407029468097e-09	2.1851423413722802e-11	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_230834.0, Transcript_232582.0, Transcript_238953.0, Transcript_244324.0, Transcript_269791.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_43910.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0, Transcript_98532.0
...GO:0055017	BP	e	cardiac muscle tissue growth	17/354	270/59161	1.0137764708214502e-12	3	17	3.2907184242864276e-09	3.2077725398774645e-09	3.1690652477878533e-09	2.675380832753193e-11	Transcript_101995.0, Transcript_149184.0, Transcript_163470.0, Transcript_195942.0, Transcript_199944.0, Transcript_214496.0, Transcript_229378.0, Transcript_232549.0, Transcript_239184.0, Transcript_244324.0, Transcript_245269.0, Transcript_30189.0, Transcript_46382.0, Transcript_55624.0, Transcript_59260.0, Transcript_61695.0, Transcript_79442.0
....GO:0014855	BP	e	striated muscle cell proliferation	17/354	270/59161	1.0137764708214502e-12	4	17	3.2907184242864276e-09	3.2077725398774645e-09	3.1690652477878533e-09	2.675380832753193e-11	Transcript_101995.0, Transcript_149184.0, Transcript_163470.0, Transcript_195942.0, Transcript_199944.0, Transcript_214496.0, Transcript_229378.0, Transcript_232549.0, Transcript_239184.0, Transcript_244324.0, Transcript_245269.0, Transcript_30189.0, Transcript_46382.0, Transcript_55624.0, Transcript_59260.0, Transcript_61695.0, Transcript_79442.0
.....GO:0060038	BP	e	cardiac muscle cell proliferation	17/354	270/59161	1.0137764708214502e-12	5	17	3.2907184242864276e-09	3.2077725398774645e-09	3.1690652477878533e-09	2.675380832753193e-11	Transcript_101995.0, Transcript_149184.0, Transcript_163470.0, Transcript_195942.0, Transcript_199944.0, Transcript_214496.0, Transcript_229378.0, Transcript_232549.0, Transcript_239184.0, Transcript_244324.0, Transcript_245269.0, Transcript_30189.0, Transcript_46382.0, Transcript_55624.0, Transcript_59260.0, Transcript_61695.0, Transcript_79442.0
...GO:0060419	BP	e	heart growth	17/354	272/59161	1.1413584732259597e-12	4	17	3.7048496040914652e-09	3.6114651246581637e-09	3.5633211534114463e-09	2.963879683273172e-11	Transcript_101995.0, Transcript_149184.0, Transcript_163470.0, Transcript_195942.0, Transcript_199944.0, Transcript_214496.0, Transcript_229378.0, Transcript_232549.0, Transcript_239184.0, Transcript_244324.0, Transcript_245269.0, Transcript_30189.0, Transcript_46382.0, Transcript_55624.0, Transcript_59260.0, Transcript_61695.0, Transcript_79442.0
....GO:0003015	BP	e	heart process	18/354	322/59161	1.6144188283046577e-12	4	18	5.240403516676919e-09	5.108313848614583e-09	5.036986744310532e-09	4.126301981635369e-11	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_230834.0, Transcript_232582.0, Transcript_238953.0, Transcript_244324.0, Transcript_269791.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_43910.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0, Transcript_98532.0
....GO:0060795	BP	e	cell fate commitment involved in formation of primary germ layer	30/354	1047/59161	2.4847008496826488e-12	4	30	8.065338958069878e-09	7.86204393653359e-09	7.7472972493105e-09	6.252200742689827e-11	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
....GO:0031032	BP	e	actomyosin structure organization	14/354	176/59161	4.499544161226567e-12	7	14	1.4605520347341437e-08	1.4237373442543272e-08	1.3980083708930944e-08	1.0432514533815313e-10	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_232582.0, Transcript_238953.0, Transcript_244324.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0
..GO:0035265	BP	e	organ growth	18/354	344/59161	4.86166683826215e-12	3	18	1.5780970556998938e-08	1.538319524142604e-08	1.5100337199642236e-08	1.1192177699999246e-10	Transcript_101995.0, Transcript_149184.0, Transcript_163470.0, Transcript_195942.0, Transcript_199944.0, Transcript_20276.0, Transcript_214496.0, Transcript_229378.0, Transcript_232549.0, Transcript_239184.0, Transcript_244324.0, Transcript_245269.0, Transcript_30189.0, Transcript_46382.0, Transcript_55624.0, Transcript_59260.0, Transcript_61695.0, Transcript_79442.0
...GO:0033002	BP	e	muscle cell proliferation	17/354	303/59161	6.379377550900707e-12	3	17	2.0707459530223695e-08	2.0185507079986428e-08	1.976331165269039e-08	1.3897623845787715e-10	Transcript_101995.0, Transcript_149184.0, Transcript_163470.0, Transcript_195942.0, Transcript_199944.0, Transcript_214496.0, Transcript_229378.0, Transcript_232549.0, Transcript_239184.0, Transcript_244324.0, Transcript_245269.0, Transcript_30189.0, Transcript_46382.0, Transcript_55624.0, Transcript_59260.0, Transcript_61695.0, Transcript_79442.0
......GO:0048738	BP	e	cardiac muscle tissue development	21/354	524/59161	1.2528116524274123e-11	6	21	4.0666266237793807e-08	3.964123188851319e-08	3.873693629305559e-08	2.623630079857665e-10	Transcript_101995.0, Transcript_149184.0, Transcript_163470.0, Transcript_195942.0, Transcript_199944.0, Transcript_214496.0, Transcript_229378.0, Transcript_230834.0, Transcript_232549.0, Transcript_239184.0, Transcript_244324.0, Transcript_245269.0, Transcript_269791.0, Transcript_30189.0, Transcript_43910.0, Transcript_46382.0, Transcript_55624.0, Transcript_59260.0, Transcript_61695.0, Transcript_79442.0, Transcript_98532.0
.....GO:0006941	BP	e	striated muscle contraction	13/354	158/59161	1.7162384709836892e-11	5	13	5.570910076813055e-08	5.4304896567996765e-08	5.298028159926649e-08	3.48181879800816e-10	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_232582.0, Transcript_238953.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0
.....GO:0045596	BP	e	negative regulation of cell differentiation	30/354	1152/59161	2.5836856694978244e-11	5	30	8.386643683189938e-08	8.175249851256148e-08	7.950000805044806e-08	4.93331981364114e-10	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
.......GO:0015012	BP	e	heparan sulfate proteoglycan biosynthetic process	9/354	55/59161	4.433515670143739e-11	8	9	1.4391191865286578e-07	1.4028447326539203e-07	1.362419365435171e-07	8.270799922578493e-10	Transcript_174870.0, Transcript_267521.0, Transcript_45039.0, Transcript_54648.0, Transcript_57345.0, Transcript_58309.0, Transcript_83717.0, Transcript_91097.0, Transcript_99813.0
.....GO:0045995	BP	e	regulation of embryonic development	31/354	1258/59161	4.6723428508195886e-11	5	31	1.5166424893760385e-07	1.4784139822861967e-07	1.4353437237717776e-07	8.66652851072022e-10	Transcript_100228.0, Transcript_140027.0, Transcript_140434.0, Transcript_146061.0, Transcript_148837.0, Transcript_154410.0, Transcript_164793.0, Transcript_168010.0, Transcript_177074.0, Transcript_193002.0, Transcript_228864.0, Transcript_237373.0, Transcript_237862.0, Transcript_31608.0, Transcript_32081.0, Transcript_42835.0, Transcript_42942.0, Transcript_43675.0, Transcript_44325.0, Transcript_48156.0, Transcript_52995.0, Transcript_58493.0, Transcript_61462.0, Transcript_66503.0, Transcript_71058.0, Transcript_74600.0, Transcript_77337.0, Transcript_79197.0, Transcript_80840.0, Transcript_84994.0, Transcript_90220.0
....GO:0006936	BP	e	muscle contraction	13/354	176/59161	6.682131846608767e-11	4	13	2.1690199974092057e-07	2.114347655753342e-07	2.0494098373549088e-07	1.2050111096717809e-09	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_232582.0, Transcript_238953.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0
...GO:0003012	BP	e	muscle system process	13/354	189/59161	1.6251542946004352e-10	3	13	5.275250840273012e-07	5.142282810192939e-07	4.976222450066533e-07	2.8514869406881147e-09	Transcript_154811.0, Transcript_199810.0, Transcript_199838.0, Transcript_232582.0, Transcript_238953.0, Transcript_27842.0, Transcript_32938.0, Transcript_41286.0, Transcript_4363.0, Transcript_54676.0, Transcript_79196.0, Transcript_87159.0, Transcript_95379.0
......GO:0030166	BP	e	proteoglycan biosynthetic process	9/354	83/59161	1.9785274307404136e-09	7	9	6.422300040183382e-06	6.2604194754892935e-06	5.981088423128271e-06	2.8670982322247246e-08	Transcript_174870.0, Transcript_267521.0, Transcript_45039.0, Transcript_54648.0, Transcript_57345.0, Transcript_58309.0, Transcript_83717.0, Transcript_91097.0, Transcript_99813.0
