# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
.GO:0009987	BP	p	cellular process	46/873	25691/59161	2.305739998650417e-146	1	46	7.484432035619253e-143	7.29577936029112e-143	7.479820555621953e-143	2.4948106785397513e-143	Transcript_101937.0, Transcript_103374.0, Transcript_104590.0, Transcript_112853.0, Transcript_116902.0, Transcript_137150.0, Transcript_16260.0, Transcript_201017.0, Transcript_202000.0, Transcript_204923.0, Transcript_206667.0, Transcript_208877.0, Transcript_211385.0, Transcript_228560.0, Transcript_228657.0, Transcript_233035.0, Transcript_236603.0, Transcript_240057.0, Transcript_241022.0, Transcript_242124.0, Transcript_244934.0, Transcript_250052.0, Transcript_255952.0, Transcript_260133.0, Transcript_260563.0, Transcript_260829.0, Transcript_265558.0, Transcript_266508.0, Transcript_274841.0, Transcript_28607.0, Transcript_29564.0, Transcript_36537.0, Transcript_37460.0, Transcript_37737.0, Transcript_46577.0, Transcript_47486.0, Transcript_5436.0, Transcript_63677.0, Transcript_72118.0, Transcript_76993.0, Transcript_78185.0, Transcript_88337.0, Transcript_93766.0, Transcript_93998.0, Transcript_96470.0, Transcript_97566.0
..GO:0050789	BP	p	regulation of biological process	20/873	21352/59161	2.3978825931151415e-136	2	20	7.78352689725175e-133	7.587335233586847e-133	7.776333249472404e-133	1.9458817243129373e-133	Transcript_104590.0, Transcript_112853.0, Transcript_16260.0, Transcript_202000.0, Transcript_206667.0, Transcript_211385.0, Transcript_236603.0, Transcript_242124.0, Transcript_244934.0, Transcript_260563.0, Transcript_265999.0, Transcript_266508.0, Transcript_274841.0, Transcript_37737.0, Transcript_39393.0, Transcript_47486.0, Transcript_72118.0, Transcript_93766.0, Transcript_93998.0, Transcript_99732.0
...GO:0050794	BP	p	regulation of cellular process	19/873	20436/59161	3.764326379218581e-129	3	19	1.2219003426943515e-125	1.1911011093608658e-125	1.220394612142664e-125	2.443800685388703e-126	Transcript_104590.0, Transcript_112853.0, Transcript_16260.0, Transcript_202000.0, Transcript_206667.0, Transcript_211385.0, Transcript_236603.0, Transcript_242124.0, Transcript_244934.0, Transcript_260563.0, Transcript_265999.0, Transcript_274841.0, Transcript_37737.0, Transcript_39393.0, Transcript_47486.0, Transcript_72118.0, Transcript_93766.0, Transcript_93998.0, Transcript_99732.0
.GO:0008152	BP	p	metabolic process	17/873	18686/59161	5.836755472184474e-116	1	17	1.8946108262710804e-112	1.8468552451687781e-112	1.891692448534988e-112	3.1576847104518007e-113	Transcript_101937.0, Transcript_116902.0, Transcript_204923.0, Transcript_208877.0, Transcript_236603.0, Transcript_250052.0, Transcript_260563.0, Transcript_260829.0, Transcript_266508.0, Transcript_36537.0, Transcript_37737.0, Transcript_46577.0, Transcript_47486.0, Transcript_5436.0, Transcript_63677.0, Transcript_72118.0, Transcript_93766.0
..GO:0071704	BP	p	organic substance metabolic process	16/873	18234/59161	2.2984020423549762e-113	2	16	7.460613029484252e-110	7.272560736283933e-110	7.446822617230123e-110	1.0658018613548934e-110	Transcript_101937.0, Transcript_116902.0, Transcript_204923.0, Transcript_236603.0, Transcript_250052.0, Transcript_260563.0, Transcript_260829.0, Transcript_266508.0, Transcript_36537.0, Transcript_37737.0, Transcript_46577.0, Transcript_47486.0, Transcript_5436.0, Transcript_63677.0, Transcript_72118.0, Transcript_93766.0
.GO:0032502	BP	p	developmental process	22/873	18943/59161	1.1061887776503586e-111	1	22	3.590688772253064e-108	3.5001818319892684e-108	3.582945450809511e-108	4.48836096531633e-109	Transcript_104590.0, Transcript_112853.0, Transcript_1140.0, Transcript_211385.0, Transcript_228560.0, Transcript_233035.0, Transcript_236603.0, Transcript_241022.0, Transcript_242124.0, Transcript_244934.0, Transcript_255952.0, Transcript_260563.0, Transcript_266508.0, Transcript_28607.0, Transcript_29564.0, Transcript_37460.0, Transcript_47486.0, Transcript_76993.0, Transcript_78185.0, Transcript_88337.0, Transcript_96470.0, Transcript_97566.0
..GO:0048856	BP	p	anatomical structure development	19/873	18120/59161	3.372740833780835e-108	2	19	1.0947916746452591e-104	1.0671963437816919e-104	1.0920934819782344e-104	1.216435194050288e-105	Transcript_104590.0, Transcript_112853.0, Transcript_1140.0, Transcript_211385.0, Transcript_233035.0, Transcript_236603.0, Transcript_241022.0, Transcript_244934.0, Transcript_255952.0, Transcript_260563.0, Transcript_266508.0, Transcript_28607.0, Transcript_29564.0, Transcript_37460.0, Transcript_47486.0, Transcript_76993.0, Transcript_78185.0, Transcript_88337.0, Transcript_96470.0
..GO:0044238	BP	p	primary metabolic process	16/873	17469/59161	1.2204872098857755e-106	2	16	3.961701483289227e-103	3.8618427925940542e-103	3.9507170984002553e-103	3.9617014832892276e-104	Transcript_101937.0, Transcript_116902.0, Transcript_204923.0, Transcript_236603.0, Transcript_250052.0, Transcript_260563.0, Transcript_260829.0, Transcript_266508.0, Transcript_36537.0, Transcript_37737.0, Transcript_46577.0, Transcript_47486.0, Transcript_5436.0, Transcript_63677.0, Transcript_72118.0, Transcript_93766.0
...GO:0048513	BP	p	animal organ development	9/873	15868/59161	8.712592936324133e-103	3	9	2.8281076671308137e-99	2.7568223545003957e-99	2.8193950741944894e-99	2.5710069701189215e-100	Transcript_104590.0, Transcript_112853.0, Transcript_236603.0, Transcript_244934.0, Transcript_260563.0, Transcript_266508.0, Transcript_29564.0, Transcript_37460.0, Transcript_47486.0
..GO:0044237	BP	p	cellular metabolic process	17/873	16313/59161	1.4443521871614432e-95	2	17	4.688367199526045e-92	4.570192164880536e-92	4.6724793254672685e-92	3.9069726662717034e-93	Transcript_101937.0, Transcript_116902.0, Transcript_204923.0, Transcript_208877.0, Transcript_236603.0, Transcript_250052.0, Transcript_260563.0, Transcript_260829.0, Transcript_266508.0, Transcript_36537.0, Transcript_37737.0, Transcript_46577.0, Transcript_47486.0, Transcript_5436.0, Transcript_63677.0, Transcript_72118.0, Transcript_93766.0
..GO:0007165	BP	p	signal transduction	11/873	14803/59161	6.006575468224558e-91	4	11	1.9497343969856916e-87	1.9005893705601556e-87	1.942526506423822e-87	1.4997956899889937e-88	Transcript_104590.0, Transcript_112853.0, Transcript_206667.0, Transcript_211385.0, Transcript_236603.0, Transcript_242124.0, Transcript_260563.0, Transcript_37737.0, Transcript_47486.0, Transcript_72118.0, Transcript_93766.0
....GO:0060255	BP	p	regulation of macromolecule metabolic process	6/873	13841/59161	1.0748268664043198e-90	4	6	3.4888880083484223e-87	3.400947059247304e-87	3.474915259085166e-87	2.492062863106016e-88	Transcript_16260.0, Transcript_244934.0, Transcript_37737.0, Transcript_39393.0, Transcript_93766.0, Transcript_99732.0
.GO:0032501	BP	p	multicellular organismal process	9/873	14407/59161	1.5193031154418998e-90	1	9	4.9316579127244065e-87	4.807350489714767e-87	4.91038766910822e-87	3.287771941816271e-88	Transcript_104590.0, Transcript_112853.0, Transcript_228657.0, Transcript_236603.0, Transcript_260563.0, Transcript_274841.0, Transcript_37737.0, Transcript_47486.0, Transcript_93766.0
...GO:0019222	BP	p	regulation of metabolic process	9/873	14357/59161	2.6714172976913783e-90	3	9	8.671420548306214e-87	8.452848627611637e-87	8.631349288840843e-87	5.419637842691383e-88	Transcript_16260.0, Transcript_236603.0, Transcript_244934.0, Transcript_260563.0, Transcript_37737.0, Transcript_39393.0, Transcript_47486.0, Transcript_93766.0, Transcript_99732.0
....GO:0031323	BP	p	regulation of cellular metabolic process	9/873	13929/59161	9.459975798367304e-87	4	9	3.0707081441500266e-83	2.9933078412561198e-83	3.055572182872639e-83	1.8062989083235452e-84	Transcript_16260.0, Transcript_236603.0, Transcript_244934.0, Transcript_260563.0, Transcript_37737.0, Transcript_39393.0, Transcript_47486.0, Transcript_93766.0, Transcript_99732.0
..GO:0006807	BP	p	nitrogen compound metabolic process	16/873	15075/59161	1.279379380351612e-86	2	16	4.1528654686213325e-83	4.048188296431818e-83	4.131116019155355e-83	2.307147482567407e-84	Transcript_101937.0, Transcript_116902.0, Transcript_204923.0, Transcript_236603.0, Transcript_250052.0, Transcript_260563.0, Transcript_260829.0, Transcript_266508.0, Transcript_36537.0, Transcript_37737.0, Transcript_46577.0, Transcript_47486.0, Transcript_5436.0, Transcript_63677.0, Transcript_72118.0, Transcript_93766.0
....GO:0080090	BP	p	regulation of primary metabolic process	9/873	13724/59161	3.1990140125052824e-85	4	9	1.0383999484592147e-81	1.0122260280594928e-81	1.0326417232367051e-81	5.4652628866274455e-83	Transcript_16260.0, Transcript_236603.0, Transcript_244934.0, Transcript_260563.0, Transcript_37737.0, Transcript_39393.0, Transcript_47486.0, Transcript_93766.0, Transcript_99732.0
...GO:0043170	BP	p	macromolecule metabolic process	12/873	14221/59161	8.41006802902522e-85	3	12	2.7299080822215867e-81	2.661097989396903e-81	2.7139289529664385e-81	1.3649540411107932e-82	Transcript_101937.0, Transcript_116902.0, Transcript_204923.0, Transcript_250052.0, Transcript_260829.0, Transcript_266508.0, Transcript_36537.0, Transcript_37737.0, Transcript_46577.0, Transcript_63677.0, Transcript_72118.0, Transcript_93766.0
....GO:0051171	BP	p	regulation of nitrogen compound metabolic process	9/873	13564/59161	9.366587042384521e-84	4	9	3.0403941539580156e-80	2.963757945830736e-80	3.0216609798732466e-80	1.4478067399800073e-81	Transcript_16260.0, Transcript_236603.0, Transcript_244934.0, Transcript_260563.0, Transcript_37737.0, Transcript_39393.0, Transcript_47486.0, Transcript_93766.0, Transcript_99732.0
.....GO:0010468	BP	p	regulation of gene expression	5/873	12567/59161	5.753421679341901e-82	5	5	1.8675606771143812e-78	1.820486922366056e-78	1.8554784915877632e-78	8.488912168701732e-80	Transcript_244934.0, Transcript_37737.0, Transcript_39393.0, Transcript_93766.0, Transcript_99732.0
...GO:0048731	BP	p	system development	19/873	14936/59161	9.339939676242909e-82	3	19	3.031744418908448e-78	2.955326236096946e-78	3.0111965516207137e-78	1.3181497473514992e-79	Transcript_104590.0, Transcript_112853.0, Transcript_1140.0, Transcript_211385.0, Transcript_233035.0, Transcript_236603.0, Transcript_241022.0, Transcript_244934.0, Transcript_255952.0, Transcript_260563.0, Transcript_266508.0, Transcript_28607.0, Transcript_29564.0, Transcript_37460.0, Transcript_47486.0, Transcript_76993.0, Transcript_78185.0, Transcript_88337.0, Transcript_96470.0
....GO:0009889	BP	p	regulation of biosynthetic process	3/873	11974/59161	1.2627070694891466e-80	4	3	4.09874714756177e-77	3.995434082361745e-77	4.06970488496352e-77	1.7078113114840708e-78	Transcript_244934.0, Transcript_39393.0, Transcript_99732.0
......GO:2000112	BP	p	regulation of cellular macromolecule biosynthetic process	3/873	11840/59161	1.1495203353036843e-79	6	3	3.731343008395759e-76	3.637290735925288e-76	3.703754520348471e-76	1.3819788919984294e-77	Transcript_244934.0, Transcript_39393.0, Transcript_99732.0
.....GO:0031326	BP	p	regulation of cellular biosynthetic process	3/873	11840/59161	1.1495203353036843e-79	5	3	3.731343008395759e-76	3.637290735925288e-76	3.703754520348471e-76	1.3819788919984294e-77	Transcript_244934.0, Transcript_39393.0, Transcript_99732.0
.....GO:0010556	BP	p	regulation of macromolecule biosynthetic process	3/873	11840/59161	1.1495203353036843e-79	5	3	3.731343008395759e-76	3.637290735925288e-76	3.703754520348471e-76	1.3819788919984294e-77	Transcript_244934.0, Transcript_39393.0, Transcript_99732.0
.......GO:0006357	BP	p	regulation of transcription by RNA polymerase II	1/873	11274/59161	6.575899027445647e-79	10	1	2.134536824308857e-75	2.080733665889373e-75	2.1167818969347537e-75	7.623345801103062e-77	Transcript_244934.0
.....GO:0051252	BP	p	regulation of RNA metabolic process	5/873	12137/59161	1.3353961695046853e-78	6	5	4.3346959662122087e-75	4.2254355725219153e-75	4.2973048734660773e-75	1.494722746969727e-76	Transcript_244934.0, Transcript_37737.0, Transcript_39393.0, Transcript_93766.0, Transcript_99732.0
..GO:0048869	BP	p	cellular developmental process	16/873	14001/59161	3.7431479423052077e-78	2	16	1.2150258220722703e-74	1.1843998679803868e-74	1.2041706930395853e-74	4.0500860735742346e-76	Transcript_104590.0, Transcript_233035.0, Transcript_236603.0, Transcript_241022.0, Transcript_244934.0, Transcript_255952.0, Transcript_260563.0, Transcript_28607.0, Transcript_29564.0, Transcript_37460.0, Transcript_47486.0, Transcript_76993.0, Transcript_78185.0, Transcript_88337.0, Transcript_96470.0, Transcript_97566.0
....GO:0048522	BP	p	positive regulation of cellular process	6/873	12257/59161	6.571286093974045e-78	4	6	2.133039466103975e-74	2.079274050111696e-74	2.1133256078220527e-74	6.880772471303145e-76	Transcript_16260.0, Transcript_236603.0, Transcript_260563.0, Transcript_37737.0, Transcript_47486.0, Transcript_93766.0
......GO:0006355	BP	p	regulation of transcription, DNA-templated	3/873	11574/59161	1.5351731331793102e-77	9	3	4.983171990300041e-74	4.857566102890504e-74	4.935581623171483e-74	1.4656388206764826e-75	Transcript_244934.0, Transcript_39393.0, Transcript_99732.0
......GO:2001141	BP	p	regulation of RNA biosynthetic process	3/873	11574/59161	1.5351731331793102e-77	7	3	4.983171990300041e-74	4.857566102890504e-74	4.935581623171483e-74	1.4656388206764826e-75	Transcript_244934.0, Transcript_39393.0, Transcript_99732.0
.......GO:1903506	BP	p	regulation of nucleic acid-templated transcription	3/873	11574/59161	1.5351731331793102e-77	8	3	4.983171990300041e-74	4.857566102890504e-74	4.935581623171483e-74	1.4656388206764826e-75	Transcript_244934.0, Transcript_39393.0, Transcript_99732.0
...GO:0048518	BP	p	positive regulation of biological process	7/873	12342/59161	5.203401376436268e-77	3	7	1.6890240867912128e-73	1.646450527281235e-73	1.6713325221113294e-73	4.82578310511775e-75	Transcript_16260.0, Transcript_211385.0, Transcript_236603.0, Transcript_260563.0, Transcript_37737.0, Transcript_47486.0, Transcript_93766.0
.....GO:0019219	BP	p	regulation of nucleobase-containing compound metabolic process	8/873	12254/59161	5.734313034800476e-75	5	8	1.8613580110962347e-71	1.8144406008150544e-71	1.841287915474433e-71	5.170438919711763e-73	Transcript_236603.0, Transcript_244934.0, Transcript_260563.0, Transcript_37737.0, Transcript_39393.0, Transcript_47486.0, Transcript_93766.0, Transcript_99732.0
...GO:0016043	BP	p	cellular component organization	14/873	13060/59161	3.728761180582788e-73	3	14	1.210355879217173e-69	1.1798476357557086e-69	1.196932338967075e-69	3.2712321059923594e-71	Transcript_103374.0, Transcript_137150.0, Transcript_16260.0, Transcript_228560.0, Transcript_228657.0, Transcript_236603.0, Transcript_240057.0, Transcript_260133.0, Transcript_260563.0, Transcript_265558.0, Transcript_47486.0, Transcript_72118.0, Transcript_93998.0, Transcript_97566.0
..GO:0071840	BP	p	cellular component organization or biogenesis	15/873	13100/59161	3.278839508598452e-72	2	15	1.0643113044910574e-68	1.0374842621692547e-68	1.0521795983092432e-68	2.8008192223448882e-70	Transcript_103374.0, Transcript_137150.0, Transcript_16260.0, Transcript_228560.0, Transcript_228657.0, Transcript_236603.0, Transcript_240057.0, Transcript_250052.0, Transcript_260133.0, Transcript_260563.0, Transcript_265558.0, Transcript_47486.0, Transcript_72118.0, Transcript_93998.0, Transcript_97566.0
...GO:0007166	BP	p	cell surface receptor signaling pathway	4/873	11016/59161	2.024852812612965e-71	5	4	6.572672229741685e-68	6.407001382001385e-68	6.495727822862392e-68	1.6853005717286372e-69	Transcript_104590.0, Transcript_112853.0, Transcript_211385.0, Transcript_242124.0
...GO:0023051	BP	p	regulation of signaling	5/873	11180/59161	3.8965466010430505e-71	3	5	1.2648190266985742e-67	1.2329379845490787e-67	1.2496224949545063e-67	3.1000101163434487e-69	Transcript_104590.0, Transcript_112853.0, Transcript_206667.0, Transcript_37737.0, Transcript_93766.0
....GO:0010646	BP	p	regulation of cell communication	5/873	11179/59161	3.915601194395607e-71	4	5	1.2710041477008142e-67	1.2389672033240358e-67	1.2553417429232317e-67	3.1000101163434487e-69	Transcript_104590.0, Transcript_112853.0, Transcript_206667.0, Transcript_37737.0, Transcript_93766.0
...GO:0030154	BP	p	cell differentiation	15/873	12765/59161	1.149065060705024e-69	3	15	3.729865187048508e-66	3.6358501645589955e-66	3.6827535195596016e-66	8.880631397734542e-68	Transcript_104590.0, Transcript_233035.0, Transcript_236603.0, Transcript_241022.0, Transcript_244934.0, Transcript_255952.0, Transcript_260563.0, Transcript_28607.0, Transcript_29564.0, Transcript_37460.0, Transcript_47486.0, Transcript_76993.0, Transcript_78185.0, Transcript_88337.0, Transcript_96470.0
.....GO:0010604	BP	p	positive regulation of macromolecule metabolic process	3/873	10238/59161	5.2873498062666426e-67	5	3	1.7162737471141523e-63	1.67301333236957e-63	1.6940668779278322e-63	3.991334295614307e-65	Transcript_16260.0, Transcript_37737.0, Transcript_93766.0
...GO:0048583	BP	p	regulation of response to stimulus	5/873	10622/59161	7.596408791204518e-67	3	5	2.4657942936249866e-63	2.4036414558294985e-63	2.433129735822807e-63	5.6040779400567875e-65	Transcript_104590.0, Transcript_112853.0, Transcript_206667.0, Transcript_37737.0, Transcript_93766.0
.....GO:0051173	BP	p	positive regulation of nitrogen compound metabolic process	3/873	10019/59161	1.8421737122895804e-65	5	3	5.979695870091978e-62	5.828971590925202e-62	5.898640226751236e-62	1.328821304464884e-63	Transcript_16260.0, Transcript_37737.0, Transcript_93766.0
..GO:0003008	BP	p	system process	7/873	10766/59161	7.0652911373258015e-65	2	7	2.293393503175955e-61	2.2355862015804232e-61	2.2615996930579892e-61	4.985638050382511e-63	Transcript_228657.0, Transcript_236603.0, Transcript_260563.0, Transcript_274841.0, Transcript_37737.0, Transcript_47486.0, Transcript_93766.0
..GO:0009653	BP	p	anatomical structure morphogenesis	10/873	11176/59161	5.0550045582150614e-64	2	10	1.640854479596609e-60	1.5994950837297132e-60	1.6176014586288196e-60	3.436189466772918e-62	Transcript_104590.0, Transcript_112853.0, Transcript_1140.0, Transcript_211385.0, Transcript_228560.0, Transcript_236603.0, Transcript_242124.0, Transcript_260563.0, Transcript_47486.0, Transcript_97566.0
.....GO:0031325	BP	p	positive regulation of cellular metabolic process	4/873	10043/59161	5.081241355671597e-64	5	4	1.6493709440510003e-60	1.6077968820883994e-60	1.625489109679344e-60	3.436189466772918e-62	Transcript_16260.0, Transcript_236603.0, Transcript_260563.0, Transcript_47486.0
...GO:1901360	BP	p	organic cyclic compound metabolic process	11/873	11198/59161	7.490831228751877e-63	3	11	2.431523816852859e-59	2.3702348010677873e-59	2.39556782695485e-59	4.9622935037813454e-61	Transcript_101937.0, Transcript_116902.0, Transcript_204923.0, Transcript_236603.0, Transcript_260563.0, Transcript_266508.0, Transcript_37737.0, Transcript_47486.0, Transcript_5436.0, Transcript_72118.0, Transcript_93766.0
....GO:0009893	BP	p	positive regulation of metabolic process	6/873	10281/59161	1.19739103925458e-62	4	6	3.8867313134203667e-59	3.7887623216426607e-59	3.828059152496892e-59	7.773462626840733e-61	Transcript_16260.0, Transcript_236603.0, Transcript_260563.0, Transcript_37737.0, Transcript_47486.0, Transcript_93766.0
...GO:0050793	BP	p	regulation of developmental process	3/873	9648/59161	1.298297721541188e-62	3	3	4.214274404122696e-59	4.108049357636742e-59	4.1493595180456365e-59	8.263283145338618e-61	Transcript_112853.0, Transcript_211385.0, Transcript_244934.0
......GO:0045935	BP	p	positive regulation of nucleobase-containing compound metabolic process	0/873	8841/59161	3.0414168915106205e-62	6	0	9.872439229843474e-59	9.623594419193752e-59	9.717326968376432e-59	1.89854600573913e-60	
......GO:0051254	BP	p	positive regulation of RNA metabolic process	0/873	8765/59161	7.842866476706883e-62	7	0	2.545794458339054e-58	2.481625135521299e-58	2.5050115526601784e-58	4.718949075777841e-60	
......GO:0010557	BP	p	positive regulation of macromolecule biosynthetic process	0/873	8782/59161	8.090387469728876e-62	6	0	2.626139772673993e-58	2.559945264988872e-58	2.58326071908443e-58	4.718949075777841e-60	
......GO:0031328	BP	p	positive regulation of cellular biosynthetic process	0/873	8782/59161	8.090387469728876e-62	6	0	2.626139772673993e-58	2.559945264988872e-58	2.58326071908443e-58	4.718949075777841e-60	
.....GO:0009891	BP	p	positive regulation of biosynthetic process	0/873	8783/59161	8.141132108550804e-62	5	0	2.642611482435591e-58	2.57600178865499e-58	2.5978352558385616e-58	4.718949075777841e-60	
...GO:0006725	BP	p	cellular aromatic compound metabolic process	11/873	11056/59161	9.313114584826316e-62	3	11	3.0230369942346223e-58	2.9468382908641943e-58	2.970883552559595e-58	5.303573674095829e-60	Transcript_101937.0, Transcript_116902.0, Transcript_204923.0, Transcript_236603.0, Transcript_260563.0, Transcript_266508.0, Transcript_37737.0, Transcript_47486.0, Transcript_5436.0, Transcript_72118.0, Transcript_93766.0
........GO:0045944	BP	p	positive regulation of transcription by RNA polymerase II	0/873	8728/59161	2.219104253238272e-61	11	0	7.203212406011431e-58	7.021648155727151e-58	7.076723463576849e-58	1.1995041252934526e-59	
.......GO:0045893	BP	p	positive regulation of transcription, DNA-templated	0/873	8730/59161	2.2541513137061184e-61	10	0	7.31697516429006e-58	7.132543408682753e-58	7.186234388095105e-58	1.1995041252934526e-59	
........GO:1903508	BP	p	positive regulation of nucleic acid-templated transcription	0/873	8730/59161	2.2541513137061184e-61	9	0	7.31697516429006e-58	7.132543408682753e-58	7.186234388095105e-58	1.1995041252934526e-59	
.......GO:1902680	BP	p	positive regulation of RNA biosynthetic process	0/873	8730/59161	2.2541513137061184e-61	8	0	7.31697516429006e-58	7.132543408682753e-58	7.186234388095105e-58	1.1995041252934526e-59	
....GO:2000026	BP	p	regulation of multicellular organismal development	3/873	9464/59161	4.5525158844428e-61	4	3	1.477746656090133e-57	1.4404985577973222e-57	1.4499763091950318e-57	2.383462348532472e-59	Transcript_112853.0, Transcript_211385.0, Transcript_244934.0
.GO:0051179	BP	p	localization	18/873	12028/59161	9.327949679535468e-61	1	18	3.0278524659772127e-57	2.9515323837736436e-57	2.970019177964093e-57	4.806115025360655e-59	Transcript_105238.0, Transcript_137150.0, Transcript_201017.0, Transcript_228657.0, Transcript_233423.0, Transcript_233740.0, Transcript_236603.0, Transcript_240057.0, Transcript_260133.0, Transcript_260563.0, Transcript_265558.0, Transcript_266508.0, Transcript_37737.0, Transcript_38255.0, Transcript_47486.0, Transcript_72118.0, Transcript_93766.0, Transcript_93998.0
...GO:0051239	BP	p	regulation of multicellular organismal process	5/873	9827/59161	1.058565841086733e-60	3	5	3.4361047201675356e-57	3.349494227202641e-57	3.369415072179071e-57	5.3689136252617736e-59	Transcript_112853.0, Transcript_211385.0, Transcript_244934.0, Transcript_37737.0, Transcript_93766.0
...GO:0009888	BP	p	tissue development	9/873	10553/59161	1.2206810361653623e-60	3	9	3.962330643392766e-57	3.862456094081177e-57	3.884207057078183e-57	6.0958932975273325e-59	Transcript_112853.0, Transcript_233035.0, Transcript_241022.0, Transcript_255952.0, Transcript_28607.0, Transcript_76993.0, Transcript_78185.0, Transcript_88337.0, Transcript_96470.0
......GO:0010628	BP	p	positive regulation of gene expression	2/873	9035/59161	8.943873459249911e-60	6	2	2.9031813248725213e-56	2.830003704808187e-56	2.845046147387397e-56	4.3987595831401834e-58	Transcript_37737.0, Transcript_93766.0
....GO:0009966	BP	p	regulation of signal transduction	5/873	9628/59161	3.42904777385388e-59	5	5	1.1130689073929694e-55	1.0850128804018884e-55	1.0904371920855339e-55	1.6612968767059247e-57	Transcript_104590.0, Transcript_112853.0, Transcript_206667.0, Transcript_37737.0, Transcript_93766.0
..GO:0007154	BP	p	cell communication	3/873	9202/59161	3.792870999881753e-59	2	3	1.231165926561617e-55	1.200133144820354e-55	1.2057536908624093e-55	1.8105381272964956e-57	Transcript_201017.0, Transcript_206667.0, Transcript_242124.0
.GO:0023052	BP	p	signaling	3/873	9165/59161	6.01716596421619e-59	1	3	1.953172071984575e-55	1.903940395485612e-55	1.9122553434279052e-55	2.830684162296486e-57	Transcript_201017.0, Transcript_206667.0, Transcript_242124.0
