go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0048729	BP	3	6446	3	3.2168671542321503	3.28190023707813e-08	3	tissue morphogenesis	['Transcript_11157.0', 'Transcript_274399.0', 'Transcript_5968.0']
GO:0045595	BP	4	8583	4	3.2149074649381006	4.822608252686739e-11	4	regulation of cell differentiation	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0048731	BP	7	14936	3	3.20679247206236	1.942005123511704e-20	7	system development	['Transcript_10656.0', 'Transcript_11157.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_220598.0', 'Transcript_221763.0', 'Transcript_5968.0']
GO:0030154	BP	6	12765	3	3.2025845984670864	4.327160713060505e-17	6	cell differentiation	['Transcript_11157.0', 'Transcript_209775.0', 'Transcript_212417.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:1902531	BP	4	7957	5	3.105650065550705	6.964636984304999e-10	4	regulation of intracellular signal transduction	['Transcript_11157.0', 'Transcript_212417.0', 'Transcript_223545.0', 'Transcript_5968.0']
GO:0048513	BP	8	15868	3	3.101473864039042	1.8351698984742463e-21	8	animal organ development	['Transcript_10656.0', 'Transcript_11157.0', 'Transcript_186108.0', 'Transcript_1973.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_220598.0', 'Transcript_5968.0']
GO:0009966	BP	5	9628	4	3.058733513480896	6.58336521209093e-12	5	regulation of signal transduction	['Transcript_11157.0', 'Transcript_212417.0', 'Transcript_220598.0', 'Transcript_223545.0', 'Transcript_5968.0']
GO:0031175	BP	3	5768	6	3.0565341304134277	7.378501297471823e-07	3	neuron projection development	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0']
GO:0048667	BP	3	5599	5	3.013632145885598	1.5278719549817746e-06	3	cell morphogenesis involved in neuron differentiation	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0']
GO:0032990	BP	3	5591	4	3.0115693108018675	1.518034487282916e-06	3	cell part morphogenesis	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0']
GO:0032989	BP	3	5591	3	3.0115693108018675	1.518034487282916e-06	3	cellular component morphogenesis	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0']
GO:0060284	BP	4	7452	5	3.0110531408353993	4.673839378252202e-09	4	regulation of cell development	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0048812	BP	3	5588	7	3.0107949865820687	1.518034487282916e-06	3	neuron projection morphogenesis	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0']
GO:0120039	BP	3	5588	6	3.0107949865820687	1.518034487282916e-06	3	plasma membrane bounded cell projection morphogenesis	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0']
GO:0048858	BP	3	5588	5	3.0107949865820687	1.518034487282916e-06	3	cell projection morphogenesis	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0']
GO:0008104	BP	3	5537	3	2.997567487703001	1.4973225938148482e-06	3	protein localization	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0015980	BP	3	87	3	2.994377822978666	0.03616561262924671	3	energy derivation by oxidation of organic compounds	['Transcript_219287.0', 'Transcript_288197.0', 'Transcript_5968.0']
GO:0009892	BP	4	7264	4	2.974189669184677	1.037666379605524e-08	4	negative regulation of metabolic process	['Transcript_15996.0', 'Transcript_212417.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0035556	BP	5	9050	3	2.9694151638643294	6.67129866102639e-11	5	intracellular signal transduction	['Transcript_11157.0', 'Transcript_186108.0', 'Transcript_212417.0', 'Transcript_223545.0', 'Transcript_5968.0']
GO:0009719	BP	3	5424	2	2.96782014430895	2.0577155987907585e-06	3	response to endogenous stimulus	['Transcript_15996.0', 'Transcript_212417.0', 'Transcript_220598.0']
GO:0010605	BP	4	7211	5	2.9636248085464874	1.5893970999858523e-08	4	negative regulation of macromolecule metabolic process	['Transcript_15996.0', 'Transcript_212417.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0071495	BP	3	5396	3	2.9603533141208733	3.0625221227971426e-06	3	cellular response to endogenous stimulus	['Transcript_15996.0', 'Transcript_212417.0', 'Transcript_220598.0']
GO:0045935	BP	5	8841	6	2.9357069328515557	1.543296518537104e-10	5	positive regulation of nucleobase-containing compound metabolic process	['Transcript_15996.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0009888	BP	6	10553	3	2.9280442463722163	6.595373108840975e-13	6	tissue development	['Transcript_11157.0', 'Transcript_186108.0', 'Transcript_209775.0', 'Transcript_220598.0', 'Transcript_274399.0', 'Transcript_5968.0']
GO:0051254	BP	5	8765	6	2.9232514626532997	2.373857798748948e-10	5	positive regulation of RNA metabolic process	['Transcript_15996.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0051649	BP	3	5186	3	2.9030851720258997	5.77707548362087e-06	3	establishment of localization in cell	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0009889	BP	7	11974	4	2.8879038147389595	1.0813879197422562e-14	7	regulation of biosynthetic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0002009	BP	3	5120	4	2.884606776059968	8.067027363805641e-06	3	morphogenesis of an epithelium	['Transcript_11157.0', 'Transcript_274399.0', 'Transcript_5968.0']
GO:2000112	BP	7	11840	6	2.8716677203524696	1.594551889557905e-14	7	regulation of cellular macromolecule biosynthetic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0031326	BP	7	11840	5	2.8716677203524696	1.594551889557905e-14	7	regulation of cellular biosynthetic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0010556	BP	7	11840	5	2.8716677203524696	1.594551889557905e-14	7	regulation of macromolecule biosynthetic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0048598	BP	3	5052	3	2.8653176049601576	7.878536422688478e-06	3	embryonic morphogenesis	['Transcript_215159.0', 'Transcript_274399.0', 'Transcript_5968.0']
GO:0048856	BP	11	18120	2	2.833504898190062	1.7193209174298907e-23	11	anatomical structure development	['Transcript_10656.0', 'Transcript_11157.0', 'Transcript_186108.0', 'Transcript_1973.0', 'Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_220598.0', 'Transcript_221763.0', 'Transcript_274399.0', 'Transcript_5968.0']
GO:0007165	BP	9	14803	2	2.8313181444040874	2.991045515084144e-18	9	signal transduction	['Transcript_11157.0', 'Transcript_186108.0', 'Transcript_209775.0', 'Transcript_212417.0', 'Transcript_217895.0', 'Transcript_218429.0', 'Transcript_220598.0', 'Transcript_223545.0', 'Transcript_5968.0']
GO:0033036	BP	4	6536	2	2.821833450039445	2.351557353309893e-07	4	macromolecule localization	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0030001	BP	3	4861	6	2.809716099961187	1.529473367297665e-05	3	metal ion transport	['Transcript_10953.0', 'Transcript_215159.0', 'Transcript_288197.0']
GO:0048646	BP	3	4717	2	2.7663325667022027	3.067457013302992e-05	3	anatomical structure formation involved in morphogenesis	['Transcript_221763.0', 'Transcript_274399.0', 'Transcript_5968.0']
GO:0010468	BP	8	12567	5	2.7649938514814414	5.670760506418963e-15	8	regulation of gene expression	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_212417.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0016192	BP	3	4696	2	2.7598953742826575	3.067457013302992e-05	3	vesicle-mediated transport	['Transcript_15996.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0031323	BP	9	13929	4	2.743520246739267	1.0821598531630398e-16	9	regulation of cellular metabolic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_186108.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_223545.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0045664	BP	3	4601	7	2.7304104222758503	4.270155515045814e-05	3	regulation of neuron differentiation	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0']
GO:0006811	BP	5	7648	4	2.7265798949871476	1.449967299815555e-08	5	ion transport	['Transcript_10953.0', 'Transcript_215159.0', 'Transcript_219287.0', 'Transcript_288197.0', 'Transcript_5968.0']
GO:0048583	BP	7	10622	3	2.715054073928983	5.0981471400765545e-12	7	regulation of response to stimulus	['Transcript_11157.0', 'Transcript_15996.0', 'Transcript_209775.0', 'Transcript_212417.0', 'Transcript_220598.0', 'Transcript_223545.0', 'Transcript_5968.0']
GO:0008283	BP	3	4523	2	2.7057429618040167	5.906619455302741e-05	3	cell population proliferation	['Transcript_186108.0', 'Transcript_1973.0', 'Transcript_5968.0']
GO:0010628	BP	6	9035	6	2.7039875669245674	4.3846758559413295e-10	6	positive regulation of gene expression	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_274399.0', 'Transcript_86062.0']
GO:0048468	BP	3	4486	3	2.693892586258878	5.906619455302741e-05	3	cell development	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0009891	BP	6	8783	5	2.663176769589491	8.59130888896533e-10	6	positive regulation of biosynthetic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_274399.0', 'Transcript_86062.0']
GO:0010557	BP	6	8782	6	2.663012500299147	8.59130888896533e-10	6	positive regulation of macromolecule biosynthetic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_274399.0', 'Transcript_86062.0']
GO:0031328	BP	6	8782	6	2.663012500299147	8.59130888896533e-10	6	positive regulation of cellular biosynthetic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_274399.0', 'Transcript_86062.0']
GO:1901137	BP	3	4382	4	2.6600524501628278	0.00011707797577525764	3	carbohydrate derivative biosynthetic process	['Transcript_10586.0', 'Transcript_215159.0', 'Transcript_219287.0']
GO:0000902	BP	4	5730	3	2.631960605538029	3.905475604025238e-06	4	cell morphogenesis	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0000904	BP	4	5730	4	2.631960605538029	3.905475604025238e-06	4	cell morphogenesis involved in differentiation	['Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0016050	BP	3	4275	5	2.624387385833228	0.00015305897013281604	3	vesicle organization	['Transcript_15996.0', 'Transcript_212417.0', 'Transcript_5968.0']
GO:0071702	BP	4	5668	4	2.61626522481178	5.5348525444107855e-06	4	organic substance transport	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_223545.0', 'Transcript_5968.0']
GO:0006812	BP	4	5642	5	2.6096321324793332	5.491771404815826e-06	4	cation transport	['Transcript_10953.0', 'Transcript_215159.0', 'Transcript_219287.0', 'Transcript_288197.0']
GO:0043933	BP	3	4229	4	2.608779526201407	0.0001484228902701534	3	protein-containing complex subunit organization	['Transcript_10586.0', 'Transcript_215159.0', 'Transcript_219287.0']
GO:0009653	BP	8	11176	2	2.5957574873032248	2.5879850114378744e-12	8	anatomical structure morphogenesis	['Transcript_10656.0', 'Transcript_11157.0', 'Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_221763.0', 'Transcript_274399.0', 'Transcript_5968.0']
GO:0046907	BP	3	4123	3	2.5721574270606706	0.00019599027263060407	3	intracellular transport	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0065008	BP	7	9611	2	2.5707570920408624	2.5855247744883617e-10	7	regulation of biological quality	['Transcript_10953.0', 'Transcript_11157.0', 'Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0080090	BP	10	13724	4	2.570126497564054	2.1466042881865096e-15	10	regulation of primary metabolic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_186108.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_223545.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0051171	BP	10	13564	4	2.5532081560318303	3.348178553017934e-15	10	regulation of nitrogen compound metabolic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_186108.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_223545.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0061024	BP	4	5386	4	2.5426396963954336	1.481231641325796e-05	4	membrane organization	['Transcript_15996.0', 'Transcript_212417.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0065003	BP	3	3987	5	2.5237665711699364	0.00035252736644337716	3	protein-containing complex assembly	['Transcript_10586.0', 'Transcript_215159.0', 'Transcript_219287.0']
GO:0034613	BP	3	3946	4	2.508853921896164	0.00034581969897775694	3	cellular protein localization	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0070727	BP	3	3946	3	2.508853921896164	0.00034581969897775694	3	cellular macromolecule localization	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0019222	BP	11	14357	3	2.49767626179392	5.705749896216339e-16	11	regulation of metabolic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_186108.0', 'Transcript_212417.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_223545.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0045184	BP	3	3891	3	2.488603946145461	0.0004905978771744042	3	establishment of protein localization	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0002520	BP	3	3887	2	2.487120073511803	0.0004899421167874605	3	immune system development	['Transcript_11157.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0051234	BP	8	10364	2	2.486934482073856	6.157143560101202e-11	8	establishment of localization	['Transcript_10953.0', 'Transcript_11157.0', 'Transcript_15996.0', 'Transcript_215159.0', 'Transcript_219287.0', 'Transcript_223545.0', 'Transcript_288197.0', 'Transcript_5968.0']
GO:0048534	BP	3	3885	4	2.486377564467678	0.0004899421167874605	3	hematopoietic or lymphoid organ development	['Transcript_11157.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0030097	BP	3	3874	5	2.4822869197758592	0.0004874447820447633	3	hemopoiesis	['Transcript_11157.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0006810	BP	8	10330	3	2.4821938156461836	6.164376089283844e-11	8	transport	['Transcript_10953.0', 'Transcript_11157.0', 'Transcript_15996.0', 'Transcript_215159.0', 'Transcript_219287.0', 'Transcript_223545.0', 'Transcript_288197.0', 'Transcript_5968.0']
GO:1901566	BP	5	6445	4	2.4796777302554127	1.8450398775385737e-06	5	organonitrogen compound biosynthetic process	['Transcript_17471.0', 'Transcript_215159.0', 'Transcript_219287.0', 'Transcript_274399.0', 'Transcript_5968.0']
GO:0042221	BP	6	7723	2	2.4776243372129296	5.8090381964003504e-08	6	response to chemical	['Transcript_15996.0', 'Transcript_212417.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_220598.0', 'Transcript_5968.0']
GO:0060255	BP	11	13841	4	2.4448701229859644	5.670760506418963e-15	11	regulation of macromolecule metabolic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_186108.0', 'Transcript_212417.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_223545.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0050789	BP	17	21352	2	2.4422619307853886	1.7333910884755661e-25	17	regulation of biological process	['Transcript_10586.0', 'Transcript_10656.0', 'Transcript_11157.0', 'Transcript_15996.0', 'Transcript_17471.0', 'Transcript_186108.0', 'Transcript_209775.0', 'Transcript_212417.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_218429.0', 'Transcript_219867.0', 'Transcript_220598.0', 'Transcript_223545.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0042886	BP	3	3766	5	2.441495965786834	0.0006661556314514094	3	amide transport	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0015833	BP	3	3766	5	2.441495965786834	0.0006661556314514094	3	peptide transport	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0015031	BP	3	3766	4	2.441495965786834	0.0006661556314514094	3	protein transport	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0042592	BP	4	4986	3	2.431308349385262	5.4097791170225004e-05	4	homeostatic process	['Transcript_10953.0', 'Transcript_11157.0', 'Transcript_217895.0', 'Transcript_5968.0']
GO:0051239	BP	8	9827	3	2.410176522420044	6.256524955544409e-10	8	regulation of multicellular organismal process	['Transcript_10586.0', 'Transcript_15996.0', 'Transcript_186108.0', 'Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_220598.0', 'Transcript_5968.0']
GO:1901362	BP	4	4902	4	2.406795950760601	7.537753314456156e-05	4	organic cyclic compound biosynthetic process	['Transcript_10586.0', 'Transcript_186108.0', 'Transcript_218429.0', 'Transcript_219287.0']
GO:0007018	BP	3	3668	3	2.40345660476766	0.0009151366802924091	3	microtubule-based movement	['Transcript_10586.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:0050793	BP	8	9648	3	2.383655373793846	8.619875242965994e-10	8	regulation of developmental process	['Transcript_10586.0', 'Transcript_15996.0', 'Transcript_186108.0', 'Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_220598.0', 'Transcript_5968.0']
GO:0019220	BP	3	3614	6	2.382059472037205	0.0013111894037617765	3	regulation of phosphate metabolic process	['Transcript_186108.0', 'Transcript_223545.0', 'Transcript_274399.0']
GO:0051174	BP	3	3614	5	2.382059472037205	0.0013111894037617765	3	regulation of phosphorus metabolic process	['Transcript_186108.0', 'Transcript_223545.0', 'Transcript_274399.0']
GO:0050794	BP	17	20436	3	2.379003561043121	1.7193209174298907e-23	17	regulation of cellular process	['Transcript_10586.0', 'Transcript_10656.0', 'Transcript_11157.0', 'Transcript_15996.0', 'Transcript_17471.0', 'Transcript_186108.0', 'Transcript_209775.0', 'Transcript_212417.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_218429.0', 'Transcript_219867.0', 'Transcript_220598.0', 'Transcript_223545.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
GO:0006886	BP	3	3599	4	2.3760590680973332	0.001300142855168536	3	intracellular protein transport	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_5968.0']
GO:1901135	BP	4	4782	3	2.3710395966053897	0.00010249832121064019	4	carbohydrate derivative metabolic process	['Transcript_10586.0', 'Transcript_215159.0', 'Transcript_219287.0', 'Transcript_5968.0']
GO:0048523	BP	8	9541	4	2.367565950756575	1.272876256146111e-09	8	negative regulation of cellular process	['Transcript_10656.0', 'Transcript_11157.0', 'Transcript_15996.0', 'Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_218429.0', 'Transcript_5968.0']
GO:0019438	BP	4	4746	4	2.3601375670877096	0.00013820799974973664	4	aromatic compound biosynthetic process	['Transcript_10586.0', 'Transcript_186108.0', 'Transcript_218429.0', 'Transcript_219287.0']
GO:0006468	BP	3	3550	6	2.3562819904520125	0.001286542216871654	3	protein phosphorylation	['Transcript_186108.0', 'Transcript_217895.0', 'Transcript_223545.0']
GO:2000026	BP	8	9464	4	2.35587554023355	1.8692652157574786e-09	8	regulation of multicellular organismal development	['Transcript_10586.0', 'Transcript_15996.0', 'Transcript_186108.0', 'Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_220598.0', 'Transcript_5968.0']
GO:0042325	BP	3	3546	7	2.354655502071294	0.0018550648502954276	3	regulation of phosphorylation	['Transcript_186108.0', 'Transcript_223545.0', 'Transcript_274399.0']
GO:0071705	BP	4	4721	4	2.352517949497755	0.00013775701930048362	4	nitrogen compound transport	['Transcript_11157.0', 'Transcript_215159.0', 'Transcript_223545.0', 'Transcript_5968.0']
GO:0001932	BP	3	3523	7	2.3452674406675693	0.0018076964644462253	3	regulation of protein phosphorylation	['Transcript_186108.0', 'Transcript_223545.0', 'Transcript_274399.0']
GO:0006928	BP	5	5855	2	2.3411665423949763	1.295743179334753e-05	5	movement of cell or subcellular component	['Transcript_10586.0', 'Transcript_209775.0', 'Transcript_215159.0', 'Transcript_218429.0', 'Transcript_5968.0']
GO:0030030	BP	6	6985	4	2.332723081469431	1.1371549108520177e-06	6	cell projection organization	['Transcript_10656.0', 'Transcript_209775.0', 'Transcript_215159.0', 'Transcript_217895.0', 'Transcript_219287.0', 'Transcript_5968.0']
GO:0044281	BP	5	5746	2	2.314055364538923	1.7812091148220006e-05	5	small molecule metabolic process	['Transcript_10586.0', 'Transcript_215159.0', 'Transcript_219287.0', 'Transcript_288197.0', 'Transcript_5968.0']
GO:0032270	BP	4	4504	6	2.284632293973991	0.000245212228722157	4	positive regulation of cellular protein metabolic process	['Transcript_17471.0', 'Transcript_186108.0', 'Transcript_223545.0', 'Transcript_274399.0']
GO:0031325	BP	9	10043	5	2.2716188490729685	9.857688225665447e-10	9	positive regulation of cellular metabolic process	['Transcript_15996.0', 'Transcript_17471.0', 'Transcript_186108.0', 'Transcript_217895.0', 'Transcript_219867.0', 'Transcript_223545.0', 'Transcript_274399.0', 'Transcript_5968.0', 'Transcript_86062.0']
