# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
....GO:0002237	BP	e	response to molecule of bacterial origin	3/726	36/59161	0.009726641687030985	4	3	1.0	1.0	1.0	0.0300978826654934	Transcript_145826.0, Transcript_79591.0, Transcript_93442.0
GO:0008150	BP	p	biological_process	50/726	28185/59161	5.6760557158090745e-130	0	50	1.8424476853516255e-126	1.7960069289469276e-126	1.8424476853516255e-126	1.8424476853516255e-126	Transcript_100370.0, Transcript_101038.0, Transcript_102032.0, Transcript_103374.0, Transcript_110387.0, Transcript_117779.0, Transcript_130848.0, Transcript_139373.0, Transcript_142907.0, Transcript_145826.0, Transcript_156153.0, Transcript_17017.0, Transcript_18634.0, Transcript_194211.0, Transcript_196683.0, Transcript_198094.0, Transcript_202000.0, Transcript_223597.0, Transcript_22362.0, Transcript_244934.0, Transcript_250052.0, Transcript_25168.0, Transcript_251708.0, Transcript_252340.0, Transcript_252768.0, Transcript_256468.0, Transcript_260133.0, Transcript_260829.0, Transcript_266408.0, Transcript_267416.0, Transcript_27347.0, Transcript_32366.0, Transcript_39594.0, Transcript_41376.0, Transcript_45497.0, Transcript_45872.0, Transcript_47028.0, Transcript_50594.0, Transcript_51892.0, Transcript_5463.0, Transcript_5724.0, Transcript_57727.0, Transcript_60206.0, Transcript_64530.0, Transcript_68467.0, Transcript_7263.0, Transcript_78707.0, Transcript_79591.0, Transcript_86125.0, Transcript_93442.0
.GO:0065007	BP	p	biological regulation	23/726	22985/59161	5.235626190914207e-118	1	23	1.6994842615707517e-114	1.6566470427814635e-114	1.6989606989516604e-114	8.497421307853758e-115	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_156153.0, Transcript_18634.0, Transcript_194211.0, Transcript_202000.0, Transcript_22362.0, Transcript_244934.0, Transcript_25168.0, Transcript_251708.0, Transcript_260133.0, Transcript_267416.0, Transcript_32366.0, Transcript_39594.0, Transcript_45872.0, Transcript_50594.0, Transcript_51892.0, Transcript_5463.0, Transcript_60206.0, Transcript_68467.0, Transcript_79591.0, Transcript_93442.0
.GO:0009987	BP	p	cellular process	42/726	25691/59161	1.5559220219658213e-117	1	42	5.050522883301056e-114	4.9232193485496884e-114	5.047411039257124e-114	1.6835076277670186e-114	Transcript_100370.0, Transcript_101038.0, Transcript_103374.0, Transcript_110387.0, Transcript_142907.0, Transcript_145826.0, Transcript_156153.0, Transcript_17017.0, Transcript_18634.0, Transcript_194211.0, Transcript_196683.0, Transcript_198094.0, Transcript_202000.0, Transcript_223597.0, Transcript_22362.0, Transcript_244934.0, Transcript_250052.0, Transcript_25168.0, Transcript_252340.0, Transcript_252768.0, Transcript_256468.0, Transcript_260133.0, Transcript_260829.0, Transcript_266408.0, Transcript_267416.0, Transcript_27347.0, Transcript_39594.0, Transcript_41376.0, Transcript_45497.0, Transcript_45872.0, Transcript_47028.0, Transcript_50594.0, Transcript_51892.0, Transcript_5463.0, Transcript_5724.0, Transcript_57727.0, Transcript_60206.0, Transcript_68467.0, Transcript_7263.0, Transcript_78707.0, Transcript_79591.0, Transcript_93442.0
..GO:0050789	BP	p	regulation of biological process	19/726	21352/59161	2.804289088501546e-110	2	19	9.102722381276017e-107	8.873279061886597e-107	9.094309514010513e-107	2.2756805953190042e-107	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_18634.0, Transcript_194211.0, Transcript_202000.0, Transcript_22362.0, Transcript_244934.0, Transcript_25168.0, Transcript_267416.0, Transcript_32366.0, Transcript_39594.0, Transcript_45872.0, Transcript_50594.0, Transcript_51892.0, Transcript_5463.0, Transcript_60206.0, Transcript_79591.0, Transcript_93442.0
...GO:0050794	BP	p	regulation of cellular process	18/726	20436/59161	2.621974795440102e-104	3	18	8.510930185998571e-101	8.296403587122621e-101	8.500442286816811e-101	1.7021860371997145e-101	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_18634.0, Transcript_194211.0, Transcript_202000.0, Transcript_22362.0, Transcript_244934.0, Transcript_25168.0, Transcript_267416.0, Transcript_32366.0, Transcript_39594.0, Transcript_45872.0, Transcript_50594.0, Transcript_5463.0, Transcript_60206.0, Transcript_79591.0, Transcript_93442.0
.GO:0032502	BP	p	developmental process	14/726	18943/59161	1.3058373622119706e-98	1	14	4.2387480777400565e-95	4.1319061475706045e-95	4.2322188909289966e-95	7.064580129566761e-96	Transcript_101038.0, Transcript_130848.0, Transcript_145826.0, Transcript_194211.0, Transcript_198094.0, Transcript_244934.0, Transcript_25168.0, Transcript_39594.0, Transcript_41376.0, Transcript_47028.0, Transcript_50594.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
..GO:0048856	BP	p	anatomical structure development	13/726	18120/59161	6.538389399606791e-94	2	13	2.1223611991123643e-90	2.0688649396340663e-90	2.1184381654726004e-90	3.0319445701605206e-91	Transcript_101038.0, Transcript_130848.0, Transcript_145826.0, Transcript_194211.0, Transcript_198094.0, Transcript_244934.0, Transcript_25168.0, Transcript_41376.0, Transcript_47028.0, Transcript_50594.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
...GO:0048513	BP	p	animal organ development	8/726	15868/59161	7.303343503618517e-85	3	8	2.3706653012745704e-81	2.310910285895368e-81	2.3655529608220377e-81	2.963331626593213e-82	Transcript_101038.0, Transcript_145826.0, Transcript_244934.0, Transcript_25168.0, Transcript_41376.0, Transcript_47028.0, Transcript_79591.0, Transcript_93442.0
..GO:0007165	BP	p	signal transduction	4/726	14803/59161	1.0606146835360216e-83	4	4	3.442755262757926e-80	3.3559771361441334e-80	3.434270345289638e-80	3.8252836252865845e-81	Transcript_194211.0, Transcript_267416.0, Transcript_50594.0, Transcript_5463.0
...GO:0048731	BP	p	system development	8/726	14936/59161	2.0469496129696277e-78	3	8	6.644398443699411e-75	6.476919664229639e-75	6.625975897182684e-75	6.644398443699412e-76	Transcript_101038.0, Transcript_145826.0, Transcript_244934.0, Transcript_25168.0, Transcript_41376.0, Transcript_47028.0, Transcript_79591.0, Transcript_93442.0
.GO:0008152	BP	p	metabolic process	31/726	18686/59161	9.91385132381441e-77	1	31	3.2180361397101575e-73	3.136922285757082e-73	3.2081222883863434e-73	2.9254873997365067e-74	Transcript_100370.0, Transcript_101038.0, Transcript_102032.0, Transcript_117779.0, Transcript_142907.0, Transcript_145826.0, Transcript_156153.0, Transcript_17017.0, Transcript_194211.0, Transcript_196683.0, Transcript_223597.0, Transcript_250052.0, Transcript_25168.0, Transcript_260829.0, Transcript_266408.0, Transcript_267416.0, Transcript_27347.0, Transcript_41376.0, Transcript_45497.0, Transcript_45872.0, Transcript_47028.0, Transcript_51892.0, Transcript_5463.0, Transcript_5724.0, Transcript_57727.0, Transcript_68467.0, Transcript_7263.0, Transcript_78707.0, Transcript_79591.0, Transcript_86125.0, Transcript_93442.0
.GO:0032501	BP	p	multicellular organismal process	8/726	14407/59161	8.552672056373169e-75	1	8	2.776197349498731e-71	2.7062204888993845e-71	2.7667894102367203e-71	2.3134977912489424e-72	Transcript_130848.0, Transcript_145826.0, Transcript_156153.0, Transcript_198094.0, Transcript_41376.0, Transcript_64530.0, Transcript_79591.0, Transcript_93442.0
..GO:0071704	BP	p	organic substance metabolic process	31/726	18234/59161	9.88779307428852e-74	2	31	3.209577631914054e-70	3.128676983200524e-70	3.1977122802249075e-70	2.4689058707031182e-71	Transcript_100370.0, Transcript_101038.0, Transcript_102032.0, Transcript_117779.0, Transcript_142907.0, Transcript_145826.0, Transcript_156153.0, Transcript_17017.0, Transcript_194211.0, Transcript_196683.0, Transcript_223597.0, Transcript_250052.0, Transcript_25168.0, Transcript_260829.0, Transcript_266408.0, Transcript_267416.0, Transcript_27347.0, Transcript_41376.0, Transcript_45497.0, Transcript_45872.0, Transcript_47028.0, Transcript_51892.0, Transcript_5463.0, Transcript_5724.0, Transcript_57727.0, Transcript_68467.0, Transcript_7263.0, Transcript_78707.0, Transcript_79591.0, Transcript_86125.0, Transcript_93442.0
..GO:0048869	BP	p	cellular developmental process	9/726	14001/59161	1.1098165650741274e-70	2	9	3.6024645702306174e-67	3.511660809074867e-67	3.5880369548846536e-67	2.5731889787361555e-68	Transcript_145826.0, Transcript_194211.0, Transcript_244934.0, Transcript_25168.0, Transcript_39594.0, Transcript_41376.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
..GO:0044238	BP	p	primary metabolic process	29/726	17469/59161	1.258635920288239e-70	2	29	4.085532197255624e-67	3.982552228236808e-67	4.067911294371589e-67	2.7236881315037492e-68	Transcript_100370.0, Transcript_101038.0, Transcript_102032.0, Transcript_117779.0, Transcript_142907.0, Transcript_145826.0, Transcript_156153.0, Transcript_17017.0, Transcript_194211.0, Transcript_196683.0, Transcript_223597.0, Transcript_250052.0, Transcript_25168.0, Transcript_260829.0, Transcript_266408.0, Transcript_267416.0, Transcript_27347.0, Transcript_41376.0, Transcript_45497.0, Transcript_47028.0, Transcript_51892.0, Transcript_5463.0, Transcript_57727.0, Transcript_68467.0, Transcript_7263.0, Transcript_78707.0, Transcript_79591.0, Transcript_86125.0, Transcript_93442.0
...GO:0019222	BP	p	regulation of metabolic process	11/726	14357/59161	3.855829389131816e-70	3	11	1.2516022197121875e-66	1.2200543205434032e-66	1.2458184756284897e-66	7.822513873201172e-68	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_194211.0, Transcript_244934.0, Transcript_267416.0, Transcript_32366.0, Transcript_39594.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
..GO:0044237	BP	p	cellular metabolic process	23/726	16313/59161	3.284318001337764e-69	2	23	1.0660896232342383e-65	1.0392177565908451e-65	1.0608347144320978e-65	6.271115430789637e-67	Transcript_100370.0, Transcript_101038.0, Transcript_142907.0, Transcript_17017.0, Transcript_194211.0, Transcript_196683.0, Transcript_223597.0, Transcript_250052.0, Transcript_25168.0, Transcript_260829.0, Transcript_266408.0, Transcript_267416.0, Transcript_27347.0, Transcript_41376.0, Transcript_45497.0, Transcript_45872.0, Transcript_47028.0, Transcript_51892.0, Transcript_5463.0, Transcript_5724.0, Transcript_68467.0, Transcript_7263.0, Transcript_78707.0
....GO:0031323	BP	p	regulation of cellular metabolic process	11/726	13929/59161	1.9387839424860573e-67	4	11	6.293292677309741e-64	6.134663873607978e-64	6.260333350287478e-64	3.496273709616523e-65	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_194211.0, Transcript_244934.0, Transcript_267416.0, Transcript_32366.0, Transcript_39594.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
....GO:0060255	BP	p	regulation of macromolecule metabolic process	11/726	13841/59161	6.187582148978532e-67	4	11	2.0084891655584314e-63	1.9578631657969388e-63	1.99735151769027e-63	1.0570995608202271e-64	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_194211.0, Transcript_244934.0, Transcript_267416.0, Transcript_32366.0, Transcript_39594.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
...GO:0043170	BP	p	macromolecule metabolic process	13/726	14221/59161	1.0487939140704739e-66	3	13	3.4043850450727584e-63	3.3185740785834455e-63	3.3844579607054195e-63	1.702192522536379e-64	Transcript_145826.0, Transcript_156153.0, Transcript_194211.0, Transcript_196683.0, Transcript_250052.0, Transcript_260829.0, Transcript_267416.0, Transcript_41376.0, Transcript_45497.0, Transcript_5463.0, Transcript_7263.0, Transcript_79591.0, Transcript_93442.0
....GO:0080090	BP	p	regulation of primary metabolic process	11/726	13724/59161	5.815934813508261e-66	4	11	1.8878524404647816e-62	1.840267211308651e-62	1.876220570837765e-62	8.989773526022769e-64	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_194211.0, Transcript_244934.0, Transcript_267416.0, Transcript_32366.0, Transcript_39594.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
....GO:0051171	BP	p	regulation of nitrogen compound metabolic process	11/726	13564/59161	5.173771266621657e-65	4	11	1.67940615314539e-61	1.637075023375542e-61	1.6685412334854843e-61	7.633664332479045e-63	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_194211.0, Transcript_244934.0, Transcript_267416.0, Transcript_32366.0, Transcript_39594.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
.....GO:0010468	BP	p	regulation of gene expression	7/726	12567/59161	7.818457893494678e-64	5	7	2.5378714322283725e-60	2.473901817292974e-60	2.520670824862684e-60	1.1034223618384229e-61	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
...GO:0030154	BP	p	cell differentiation	8/726	12765/59161	9.955727380987883e-64	3	8	3.231629107868667e-60	3.150172629412283e-60	3.2087309348923946e-60	1.3465121282786112e-61	Transcript_145826.0, Transcript_194211.0, Transcript_244934.0, Transcript_25168.0, Transcript_41376.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
..GO:0009653	BP	p	anatomical structure morphogenesis	2/726	11176/59161	1.185032255104177e-62	2	2	3.846614700068159e-59	3.7496568880831185e-59	3.8181739259456585e-59	1.5386458800272637e-60	Transcript_198094.0, Transcript_41376.0
..GO:0003008	BP	p	system process	1/726	10766/59161	5.641917755363043e-62	2	1	1.831366503390844e-58	1.785205059379224e-58	1.8172617090024363e-58	7.043717320734015e-60	Transcript_64530.0
.....GO:0019219	BP	p	regulation of nucleobase-containing compound metabolic process	7/726	12254/59161	5.919353692247525e-62	5	7	1.9214222085035465e-58	1.872990819408957e-58	1.906031888903703e-58	7.116378550013136e-60	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
.....GO:0051252	BP	p	regulation of RNA metabolic process	7/726	12137/59161	5.161902353322565e-61	6	7	1.6755535038885046e-57	1.6333194840377462e-57	1.6616163675345335e-57	5.9841196567446595e-59	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
...GO:0016043	BP	p	cellular component organization	12/726	13060/59161	1.6799595587457385e-60	3	12	5.453148727688667e-57	5.315696601522682e-57	5.406109860043786e-57	1.8803961129960923e-58	Transcript_103374.0, Transcript_110387.0, Transcript_145826.0, Transcript_156153.0, Transcript_198094.0, Transcript_252768.0, Transcript_256468.0, Transcript_260133.0, Transcript_57727.0, Transcript_60206.0, Transcript_79591.0, Transcript_93442.0
....GO:0009889	BP	p	regulation of biosynthetic process	7/726	11974/59161	4.179665797507047e-60	4	7	1.3567195178707875e-56	1.3225220309408332e-56	1.344598487058017e-56	4.522398392902624e-58	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
...GO:0007166	BP	p	cell surface receptor signaling pathway	3/726	11016/59161	5.076979672802879e-60	5	3	1.6479876017918145e-56	1.6064484083692508e-56	1.6327566627734058e-56	5.316089038038111e-58	Transcript_194211.0, Transcript_50594.0, Transcript_5463.0
..GO:0006807	BP	p	nitrogen compound metabolic process	25/726	15075/59161	3.0147304887498147e-59	2	25	9.785815166481899e-56	9.539153802915827e-56	9.692358521330655e-56	3.0580672395255934e-57	Transcript_100370.0, Transcript_101038.0, Transcript_145826.0, Transcript_156153.0, Transcript_17017.0, Transcript_194211.0, Transcript_196683.0, Transcript_250052.0, Transcript_25168.0, Transcript_260829.0, Transcript_266408.0, Transcript_267416.0, Transcript_27347.0, Transcript_41376.0, Transcript_45497.0, Transcript_45872.0, Transcript_47028.0, Transcript_51892.0, Transcript_5463.0, Transcript_5724.0, Transcript_68467.0, Transcript_7263.0, Transcript_78707.0, Transcript_79591.0, Transcript_93442.0
.....GO:0010556	BP	p	regulation of macromolecule biosynthetic process	7/726	11840/59161	3.493395545396876e-59	5	7	1.1339561940358258e-55	1.1053736818703498e-55	1.1227773282905559e-55	3.2398748401023594e-57	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
.....GO:0031326	BP	p	regulation of cellular biosynthetic process	7/726	11840/59161	3.493395545396876e-59	5	7	1.1339561940358258e-55	1.1053736818703498e-55	1.1227773282905559e-55	3.2398748401023594e-57	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
......GO:2000112	BP	p	regulation of cellular macromolecule biosynthetic process	7/726	11840/59161	3.493395545396876e-59	6	7	1.1339561940358258e-55	1.1053736818703498e-55	1.1227773282905559e-55	3.2398748401023594e-57	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
..GO:0071840	BP	p	cellular component organization or biogenesis	14/726	13100/59161	1.935030200103454e-58	2	14	6.281108029535812e-55	6.12278635219842e-55	6.213381972532191e-55	1.7447522304266143e-56	Transcript_103374.0, Transcript_110387.0, Transcript_145826.0, Transcript_156153.0, Transcript_198094.0, Transcript_250052.0, Transcript_252768.0, Transcript_256468.0, Transcript_260133.0, Transcript_57727.0, Transcript_60206.0, Transcript_7263.0, Transcript_79591.0, Transcript_93442.0
.......GO:1903506	BP	p	regulation of nucleic acid-templated transcription	7/726	11574/59161	1.383796633057469e-57	8	7	4.4918038709045443e-54	4.3785834136590807e-54	4.4419871921144756e-54	1.1517445822832166e-55	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
......GO:2001141	BP	p	regulation of RNA biosynthetic process	7/726	11574/59161	1.383796633057469e-57	7	7	4.4918038709045443e-54	4.3785834136590807e-54	4.4419871921144756e-54	1.1517445822832166e-55	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
......GO:0006355	BP	p	regulation of transcription, DNA-templated	7/726	11574/59161	1.383796633057469e-57	9	7	4.4918038709045443e-54	4.3785834136590807e-54	4.4419871921144756e-54	1.1517445822832166e-55	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
...GO:0048583	BP	p	regulation of response to stimulus	3/726	10622/59161	1.599224319537198e-57	3	3	5.191082141217745e-54	5.060235668281901e-54	5.1287123927557945e-54	1.2977705353044363e-55	Transcript_194211.0, Transcript_50594.0, Transcript_5463.0
...GO:0048518	BP	p	positive regulation of biological process	11/726	12342/59161	2.77429332666887e-57	3	11	9.005356138367151e-54	8.778367033555937e-54	8.894384405300397e-54	2.1964283264310125e-55	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_194211.0, Transcript_22362.0, Transcript_267416.0, Transcript_39594.0, Transcript_5463.0, Transcript_60206.0, Transcript_79591.0, Transcript_93442.0
....GO:0048522	BP	p	positive regulation of cellular process	11/726	12257/59161	1.3197840144905662e-56	4	11	4.284018911036378e-53	4.176035883750265e-53	4.229907766442265e-53	1.020004502627709e-54	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_194211.0, Transcript_22362.0, Transcript_267416.0, Transcript_39594.0, Transcript_5463.0, Transcript_60206.0, Transcript_79591.0, Transcript_93442.0
....GO:0010646	BP	p	regulation of cell communication	6/726	11179/59161	2.227199412731152e-56	4	6	7.22948929372532e-53	7.047262707923404e-53	7.135946918390612e-53	1.6470378266583102e-54	Transcript_145826.0, Transcript_194211.0, Transcript_50594.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
...GO:0023051	BP	p	regulation of signaling	6/726	11180/59161	2.2325836220876665e-56	3	6	7.246966437296565e-53	7.064299322423624e-53	7.150965341546796e-53	1.6470378266583102e-54	Transcript_145826.0, Transcript_194211.0, Transcript_50594.0, Transcript_5463.0, Transcript_79591.0, Transcript_93442.0
.......GO:0006357	BP	p	regulation of transcription by RNA polymerase II	7/726	11274/59161	1.4844510391663486e-55	10	7	4.8185280731339674e-52	4.697072202092014e-52	4.7532122274106484e-52	1.0707840162519927e-53	Transcript_110387.0, Transcript_139373.0, Transcript_145826.0, Transcript_244934.0, Transcript_32366.0, Transcript_79591.0, Transcript_93442.0
.GO:0051179	BP	p	localization	12/726	12028/59161	4.09852663940414e-54	1	12	1.3303817471505838e-50	1.296848130355985e-50	1.3119383772732652e-50	2.8877651981196205e-52	Transcript_110387.0, Transcript_145826.0, Transcript_198094.0, Transcript_252768.0, Transcript_256468.0, Transcript_260133.0, Transcript_27347.0, Transcript_41376.0, Transcript_47028.0, Transcript_79591.0, Transcript_86125.0, Transcript_93442.0
...GO:0051239	BP	p	regulation of multicellular organismal process	2/726	9827/59161	4.1812989621571833e-54	3	2	1.3572496431162218e-50	1.323038793843563e-50	1.3380156678902986e-50	2.8877651981196205e-52	Transcript_244934.0, Transcript_25168.0
...GO:0009888	BP	p	tissue development	5/726	10553/59161	6.785660446895674e-54	3	5	2.2026253810623356e-50	2.14710598174045e-50	2.170732776961926e-50	4.588802877213199e-52	Transcript_130848.0, Transcript_194211.0, Transcript_198094.0, Transcript_41376.0, Transcript_5463.0
...GO:0050793	BP	p	regulation of developmental process	2/726	9648/59161	5.191459548429821e-53	3	2	1.68514776942032e-49	1.6426719164081712e-49	1.6602287635878569e-49	3.4390770804496326e-51	Transcript_244934.0, Transcript_25168.0
..GO:0007154	BP	p	cell communication	1/726	9202/59161	6.1290431498310086e-52	2	1	1.9894874064351452e-48	1.939340365220873e-48	1.9594550950009734e-48	3.978974812870291e-50	Transcript_50594.0
....GO:2000026	BP	p	regulation of multicellular organismal development	2/726	9464/59161	6.5157225306691365e-52	4	2	2.1150035334552018e-48	2.061692731377517e-48	2.082424920801856e-48	4.147065751872944e-50	Transcript_244934.0, Transcript_25168.0
.GO:0023052	BP	p	signaling	1/726	9165/59161	9.97575193443083e-52	1	1	3.2381290779162475e-48	3.156508761144117e-48	3.1872527430506503e-48	6.227171303685091e-50	Transcript_50594.0
..GO:0007267	BP	p	cell-cell signaling	1/726	9139/59161	1.7073147010969933e-51	3	1	5.54194351976084e-48	5.402253231099706e-48	5.4531631553037966e-48	1.0456497207095924e-49	Transcript_50594.0
....GO:0009966	BP	p	regulation of signal transduction	3/726	9628/59161	3.9463645531788793e-51	5	3	1.2809899339618643e-47	1.2487012877479342e-47	1.2600742018300162e-47	2.3722035814108597e-49	Transcript_194211.0, Transcript_50594.0, Transcript_5463.0
...GO:0006725	BP	p	cellular aromatic compound metabolic process	10/726	11056/59161	1.8738229642094843e-50	3	10	6.082429341823986e-47	5.929115561650887e-47	5.981242901756674e-47	1.1058962439679974e-48	Transcript_100370.0, Transcript_101038.0, Transcript_17017.0, Transcript_196683.0, Transcript_25168.0, Transcript_266408.0, Transcript_41376.0, Transcript_51892.0, Transcript_5724.0, Transcript_78707.0
