go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0000377	BP	6	4030	9	5.235775718666235	2.1868085433014183e-92	6	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_245330.0', 'Transcript_256667.0', 'Transcript_73800.0', 'Transcript_77074.0']
GO:0002521	BP	4	2682	4	5.233267617876535	7.021135678108529e-61	4	leukocyte differentiation	['Transcript_19917.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_56287.0']
GO:0009259	BP	4	2681	5	5.232729599954623	6.918312450477849e-61	4	ribonucleotide metabolic process	['Transcript_22809.0', 'Transcript_229573.0', 'Transcript_64884.0', 'Transcript_86051.0']
GO:0009150	BP	4	2681	6	5.232729599954623	6.918312450477849e-61	4	purine ribonucleotide metabolic process	['Transcript_22809.0', 'Transcript_229573.0', 'Transcript_64884.0', 'Transcript_86051.0']
GO:0032886	BP	4	2668	4	5.225717047156647	1.5695444990418973e-60	4	regulation of microtubule-based process	['Transcript_102229.0', 'Transcript_239508.0', 'Transcript_247529.0', 'Transcript_40315.0']
GO:0070507	BP	4	2654	5	5.218126751342255	3.5405927951214835e-60	4	regulation of microtubule cytoskeleton organization	['Transcript_102229.0', 'Transcript_239508.0', 'Transcript_247529.0', 'Transcript_40315.0']
GO:0034622	BP	5	3317	6	5.217909297872721	1.426029584608773e-75	5	cellular protein-containing complex assembly	['Transcript_188599.0', 'Transcript_207314.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_56287.0']
GO:0097485	BP	6	3919	3	5.195481452853115	1.8937784214436144e-89	6	neuron projection guidance	['Transcript_22631.0', 'Transcript_23773.0', 'Transcript_43804.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_94176.0']
GO:0007411	BP	6	3910	4	5.19216448744562	2.774938620797922e-89	6	axon guidance	['Transcript_22631.0', 'Transcript_23773.0', 'Transcript_43804.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_94176.0']
GO:0030098	BP	4	2576	4	5.175090974086678	3.0132466696457428e-58	4	lymphocyte differentiation	['Transcript_19917.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_56287.0']
GO:0009063	BP	4	2515	4	5.140516780664951	1.1898082943713482e-56	4	cellular amino acid catabolic process	['Transcript_236603.0', 'Transcript_25857.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0006397	BP	7	4394	7	5.138138328337734	3.083340769812709e-100	7	mRNA processing	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_207314.0', 'Transcript_245330.0', 'Transcript_256667.0', 'Transcript_73800.0', 'Transcript_77074.0']
GO:1901606	BP	4	2505	5	5.134768984054633	1.7335123042816577e-56	4	alpha-amino acid catabolic process	['Transcript_236603.0', 'Transcript_25857.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0032870	BP	3	1851	4	5.113300775121479	2.614217598600718e-41	3	cellular response to hormone stimulus	['Transcript_167900.0', 'Transcript_246975.0', 'Transcript_55064.0']
GO:0010817	BP	3	1810	3	5.080985577221473	1.7551335092621292e-40	3	regulation of hormone levels	['Transcript_37737.0', 'Transcript_46647.0', 'Transcript_93766.0']
GO:0007017	BP	7	4116	2	5.043846440808426	4.475122687757677e-93	7	microtubule-based process	['Transcript_102229.0', 'Transcript_239508.0', 'Transcript_247529.0', 'Transcript_252042.0', 'Transcript_275400.0', 'Transcript_40315.0', 'Transcript_45430.0']
GO:0050877	BP	12	7003	3	5.032968967390704	1.2312719808901234e-162	12	nervous system process	['Transcript_102597.0', 'Transcript_140184.0', 'Transcript_150806.0', 'Transcript_231742.0', 'Transcript_255299.0', 'Transcript_257306.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_67812.0', 'Transcript_77470.0', 'Transcript_78136.0', 'Transcript_93766.0']
GO:0061025	BP	7	4082	5	5.031879640947176	3.767358810034209e-92	7	membrane fusion	['Transcript_160182.0', 'Transcript_170134.0', 'Transcript_239337.0', 'Transcript_268816.0', 'Transcript_48178.0', 'Transcript_57104.0', 'Transcript_87688.0']
GO:0031503	BP	4	2312	4	5.019099778472741	1.4625971292157098e-51	4	protein-containing complex localization	['Transcript_207314.0', 'Transcript_253520.0', 'Transcript_275400.0', 'Transcript_45430.0']
GO:0043085	BP	6	3447	4	5.010337178618174	2.717532937114902e-77	6	positive regulation of catalytic activity	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_93766.0']
GO:0050767	BP	13	7405	6	4.998018398007179	4.995790324491784e-172	13	regulation of neurogenesis	['Transcript_100636.0', 'Transcript_102519.0', 'Transcript_228405.0', 'Transcript_233817.0', 'Transcript_27662.0', 'Transcript_37075.0', 'Transcript_39256.0', 'Transcript_57765.0', 'Transcript_72189.0', 'Transcript_74456.0', 'Transcript_77714.0', 'Transcript_82912.0', 'Transcript_90153.0']
GO:0003008	BP	19	10766	2	4.9904412925479065	9.465076003366533e-259	19	system process	['Transcript_102597.0', 'Transcript_140184.0', 'Transcript_150806.0', 'Transcript_231742.0', 'Transcript_236603.0', 'Transcript_237081.0', 'Transcript_24405.0', 'Transcript_255299.0', 'Transcript_257306.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_55064.0', 'Transcript_67812.0', 'Transcript_77470.0', 'Transcript_78136.0', 'Transcript_88000.0', 'Transcript_93766.0']
GO:0009628	BP	5	2743	2	4.943784907932977	5.2631791234438356e-61	5	response to abiotic stimulus	['Transcript_100664.0', 'Transcript_188599.0', 'Transcript_207314.0', 'Transcript_58262.0', 'Transcript_77104.0']
GO:0006518	BP	3	1645	4	4.94308346387351	2.3281068510743263e-36	3	peptide metabolic process	['Transcript_207314.0', 'Transcript_40953.0', 'Transcript_85444.0']
GO:0050790	BP	7	3767	3	4.91601949186185	3.746427655033789e-84	7	regulation of catalytic activity	['Transcript_23022.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_93766.0']
GO:0001775	BP	5	2687	2	4.914026607097865	1.3288056768020099e-59	5	cell activation	['Transcript_19917.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_56287.0', 'Transcript_78136.0']
GO:0045321	BP	5	2681	2	4.91080150506726	1.9964172487754567e-59	5	leukocyte activation	['Transcript_19917.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_56287.0', 'Transcript_78136.0']
GO:0046649	BP	5	2672	3	4.905950293558751	4.909940661439058e-59	5	lymphocyte activation	['Transcript_19917.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_56287.0', 'Transcript_78136.0']
GO:0007266	BP	7	3667	6	4.877203724626123	2.0649520589188671e-81	7	Rho protein signal transduction	['Transcript_126666.0', 'Transcript_234643.0', 'Transcript_238898.0', 'Transcript_240497.0', 'Transcript_27016.0', 'Transcript_39256.0', 'Transcript_40890.0']
GO:0000226	BP	7	3621	3	4.858991635390635	2.3214728752936515e-80	7	microtubule cytoskeleton organization	['Transcript_102229.0', 'Transcript_239508.0', 'Transcript_247529.0', 'Transcript_252042.0', 'Transcript_275400.0', 'Transcript_40315.0', 'Transcript_45430.0']
GO:0002250	BP	5	2521	3	4.822026403943239	2.2024353758228087e-55	5	adaptive immune response	['Transcript_19917.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_56287.0', 'Transcript_78136.0']
GO:0015698	BP	3	1481	6	4.791567520539753	2.9902838326218217e-32	3	inorganic anion transport	['Transcript_265558.0', 'Transcript_54381.0', 'Transcript_78083.0']
GO:0002520	BP	8	3887	2	4.768615488311259	1.4416160689765426e-85	8	immune system development	['Transcript_19917.0', 'Transcript_23022.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_50830.0', 'Transcript_56287.0']
GO:0048534	BP	8	3885	4	4.767872979267135	1.3812597062177563e-85	8	hematopoietic or lymphoid organ development	['Transcript_19917.0', 'Transcript_23022.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_50830.0', 'Transcript_56287.0']
GO:0030097	BP	8	3874	5	4.763782334575316	2.015501523024912e-85	8	hemopoiesis	['Transcript_19917.0', 'Transcript_23022.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_261014.0', 'Transcript_3302.0', 'Transcript_50830.0', 'Transcript_56287.0']
GO:0048663	BP	8	3861	4	4.758932934913919	4.611066655131249e-85	8	neuron fate commitment	['Transcript_145670.0', 'Transcript_151736.0', 'Transcript_39256.0', 'Transcript_47598.0', 'Transcript_47860.0', 'Transcript_68456.0', 'Transcript_74456.0', 'Transcript_75624.0']
GO:0003013	BP	10	4821	3	4.757362715480949	5.825040636194733e-107	10	circulatory system process	['Transcript_236603.0', 'Transcript_237081.0', 'Transcript_24405.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_55064.0', 'Transcript_88000.0', 'Transcript_93766.0']
GO:0008015	BP	10	4808	4	4.753467181795885	1.3948220128781043e-106	10	blood circulation	['Transcript_236603.0', 'Transcript_237081.0', 'Transcript_24405.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_55064.0', 'Transcript_88000.0', 'Transcript_93766.0']
GO:0006821	BP	3	1409	7	4.719667491560542	2.3526030465348503e-30	3	chloride transport	['Transcript_265558.0', 'Transcript_54381.0', 'Transcript_78083.0']
GO:0008037	BP	6	2785	2	4.702673207478299	1.2270912131576408e-60	6	cell recognition	['Transcript_100636.0', 'Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_82912.0']
GO:0008038	BP	6	2785	3	4.702673207478299	1.2270912131576408e-60	6	neuron recognition	['Transcript_100636.0', 'Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_82912.0']
GO:0016071	BP	10	4499	6	4.657634652663745	1.3244481319486297e-98	10	mRNA metabolic process	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_207314.0', 'Transcript_245330.0', 'Transcript_256667.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_73800.0', 'Transcript_77074.0', 'Transcript_93766.0']
GO:1901293	BP	6	2686	5	4.650455184678347	5.626533843018399e-58	6	nucleoside phosphate biosynthetic process	['Transcript_22809.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0', 'Transcript_64884.0', 'Transcript_86051.0']
GO:0046903	BP	10	4442	4	4.63923967863168	4.0472352126463883e-97	10	secretion	['Transcript_158075.0', 'Transcript_227409.0', 'Transcript_241653.0', 'Transcript_37737.0', 'Transcript_43515.0', 'Transcript_46647.0', 'Transcript_48618.0', 'Transcript_66374.0', 'Transcript_78136.0', 'Transcript_93766.0']
GO:0009165	BP	6	2650	6	4.630988239588829	4.1171545972286073e-57	6	nucleotide biosynthetic process	['Transcript_22809.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0', 'Transcript_64884.0', 'Transcript_86051.0']
GO:0000904	BP	13	5730	4	4.628053801475237	1.1594903932046645e-126	13	cell morphogenesis involved in differentiation	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_22631.0', 'Transcript_236603.0', 'Transcript_23773.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_43804.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_94176.0', 'Transcript_97566.0']
GO:0000902	BP	13	5730	3	4.628053801475237	1.1594903932046645e-126	13	cell morphogenesis	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_22631.0', 'Transcript_236603.0', 'Transcript_23773.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_43804.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_94176.0', 'Transcript_97566.0']
GO:0140352	BP	10	4395	2	4.623893451115466	7.874854875199355e-96	10	export from cell	['Transcript_158075.0', 'Transcript_227409.0', 'Transcript_241653.0', 'Transcript_37737.0', 'Transcript_43515.0', 'Transcript_46647.0', 'Transcript_48618.0', 'Transcript_66374.0', 'Transcript_78136.0', 'Transcript_93766.0']
GO:0032940	BP	10	4395	3	4.623893451115466	7.874854875199355e-96	10	secretion by cell	['Transcript_158075.0', 'Transcript_227409.0', 'Transcript_241653.0', 'Transcript_37737.0', 'Transcript_43515.0', 'Transcript_46647.0', 'Transcript_48618.0', 'Transcript_66374.0', 'Transcript_78136.0', 'Transcript_93766.0']
GO:0080134	BP	7	3050	4	4.6114127012520685	1.0725252267750346e-65	7	regulation of response to stress	['Transcript_228405.0', 'Transcript_252042.0', 'Transcript_27662.0', 'Transcript_57765.0', 'Transcript_72189.0', 'Transcript_77104.0', 'Transcript_90153.0']
GO:0044282	BP	6	2613	3	4.610703004570926	2.9894353943409e-56	6	small molecule catabolic process	['Transcript_180521.0', 'Transcript_236603.0', 'Transcript_25857.0', 'Transcript_260563.0', 'Transcript_50830.0', 'Transcript_92122.0']
GO:0072522	BP	6	2608	5	4.607939749481983	4.597768630548704e-56	6	purine-containing compound biosynthetic process	['Transcript_22809.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0', 'Transcript_64884.0', 'Transcript_86051.0']
GO:0006164	BP	6	2607	6	4.607386462786462	4.525900300071991e-56	6	purine nucleotide biosynthetic process	['Transcript_22809.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0', 'Transcript_64884.0', 'Transcript_86051.0']
GO:0051649	BP	12	5186	3	4.5996180861042	1.1707981949283894e-113	12	establishment of localization in cell	['Transcript_150249.0', 'Transcript_190498.0', 'Transcript_207314.0', 'Transcript_230749.0', 'Transcript_240378.0', 'Transcript_251328.0', 'Transcript_275400.0', 'Transcript_45430.0', 'Transcript_52126.0', 'Transcript_60793.0', 'Transcript_83697.0', 'Transcript_99858.0']
GO:0048667	BP	13	5599	5	4.594687842543962	5.4348852500899305e-123	13	cell morphogenesis involved in neuron differentiation	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_22631.0', 'Transcript_236603.0', 'Transcript_23773.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_43804.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_94176.0', 'Transcript_97566.0']
GO:0021510	BP	8	3429	4	4.587746284907696	7.230912412009129e-74	8	spinal cord development	['Transcript_100636.0', 'Transcript_102519.0', 'Transcript_233817.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37075.0', 'Transcript_50830.0', 'Transcript_77714.0']
GO:0046395	BP	6	2564	5	4.583392141869647	4.99419869542811e-55	6	carboxylic acid catabolic process	['Transcript_180521.0', 'Transcript_236603.0', 'Transcript_25857.0', 'Transcript_260563.0', 'Transcript_50830.0', 'Transcript_92122.0']
GO:0016054	BP	6	2564	4	4.583392141869647	4.99419869542811e-55	6	organic acid catabolic process	['Transcript_180521.0', 'Transcript_236603.0', 'Transcript_25857.0', 'Transcript_260563.0', 'Transcript_50830.0', 'Transcript_92122.0']
GO:1903530	BP	10	4246	4	4.5741346569900765	5.2008824189388626e-92	10	regulation of secretion by cell	['Transcript_158075.0', 'Transcript_227409.0', 'Transcript_241653.0', 'Transcript_37737.0', 'Transcript_43515.0', 'Transcript_46647.0', 'Transcript_48618.0', 'Transcript_66374.0', 'Transcript_78136.0', 'Transcript_93766.0']
