# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
.GO:0000003	BP	e	reproduction	24/24	1715/59161	1.059984363428124e-37	1	24	3.44070924368769e-34	3.353982689052845e-34	3.430109400053409e-34	3.1279174942615366e-35	Transcript_10604.0, Transcript_119932.0, Transcript_12504.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_13888.0, Transcript_191098.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_228651.0, Transcript_240441.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0, Transcript_88286.0, Transcript_96283.0
...GO:0007276	BP	e	gamete generation	16/24	268/59161	1.421520846018812e-32	3	16	4.614256666177064e-29	4.4979496624415485e-29	4.5986199368708565e-29	3.845213888480886e-30	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_240441.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0
..GO:0048609	BP	e	multicellular organismal reproductive process	16/24	280/59161	2.9182419919234543e-32	2	16	9.472613505783533e-29	9.23384670668498e-29	9.437594601880451e-29	6.766152504131095e-30	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_240441.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0
..GO:0032504	BP	e	multicellular organism reproduction	16/24	280/59161	2.9182419919234543e-32	2	16	9.472613505783533e-29	9.23384670668498e-29	9.437594601880451e-29	6.766152504131095e-30	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_240441.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0
..GO:0019953	BP	e	sexual reproduction	16/24	294/59161	6.494843945466068e-32	3	16	2.1082263446982856e-28	2.0550863685141507e-28	2.099133563174633e-28	1.3930270039873738e-29	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_240441.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0
..GO:0044703	BP	e	multi-organism reproductive process	16/24	295/59161	6.866430087430061e-32	2	16	2.228843206379798e-28	2.1726629602676834e-28	2.2185435612486526e-28	1.3930270039873738e-29	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_240441.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0
.GO:0051704	BP	e	multi-organism process	16/24	570/59161	3.0608498135910446e-27	1	16	9.93551849491653e-24	9.685083707625009e-24	9.886544897899075e-24	5.844422644068547e-25	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_240441.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0
...GO:0007283	BP	e	spermatogenesis	13/24	210/59161	2.3486880873810245e-26	5	13	7.623841531638806e-23	7.431674899037085e-23	7.583913834153328e-23	4.235467517577114e-24	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_202785.0, Transcript_205476.0, Transcript_215833.0, Transcript_240441.0, Transcript_273476.0, Transcript_284070.0, Transcript_5484.0, Transcript_5802.0
....GO:0048232	BP	e	male gamete generation	13/24	211/59161	2.5024613835974902e-26	4	13	8.122989651157453e-23	7.9182414856239e-23	8.077945346252698e-23	4.2752577111355015e-24	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_202785.0, Transcript_205476.0, Transcript_215833.0, Transcript_240441.0, Transcript_273476.0, Transcript_284070.0, Transcript_5484.0, Transcript_5802.0
....GO:0051445	BP	e	regulation of meiotic cell cycle	9/24	31/59161	1.072659309300309e-24	5	9	3.481852117988803e-21	3.394088515616647e-21	3.461471591112097e-21	1.7409260589944018e-22	Transcript_10604.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_215833.0, Transcript_240441.0, Transcript_284070.0, Transcript_29001.0
...GO:2000241	BP	e	regulation of reproductive process	9/24	45/59161	4.699969364100494e-23	3	9	1.5256100555870204e-19	1.4871555119256883e-19	1.5162101168588195e-19	7.264809788509621e-21	Transcript_10604.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_215833.0, Transcript_240441.0, Transcript_284070.0, Transcript_29001.0
...GO:0072102	BP	e	glomerulus morphogenesis	7/24	19/59161	3.45588392872524e-20	3	7	1.1217799232642129e-16	1.0935043263122965e-16	1.11452256701389e-16	5.098999651200968e-18	Transcript_10604.0, Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_240441.0, Transcript_25008.0, Transcript_284070.0
...GO:0007281	BP	e	germ cell development	9/24	185/59161	2.9487000604432723e-17	4	9	9.571480396198861e-14	9.330221557184727e-14	9.50660899486911e-14	4.161513215738636e-15	Transcript_10604.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_215833.0, Transcript_240441.0, Transcript_284070.0, Transcript_29001.0
....GO:0001822	BP	e	kidney development	14/24	1469/59161	4.956672789938292e-17	4	14	1.6089359876139696e-13	1.5683811296032943e-13	1.5975356401971116e-13	6.3652365072673976e-15	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_205476.0, Transcript_240441.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_5484.0, Transcript_5802.0
....GO:0072001	BP	e	renal system development	14/24	1469/59161	4.956672789938292e-17	4	14	1.6089359876139696e-13	1.5683811296032943e-13	1.5975356401971116e-13	6.3652365072673976e-15	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_205476.0, Transcript_240441.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_5484.0, Transcript_5802.0
....GO:0001655	BP	e	urogenital system development	14/24	1472/59161	5.098464238723116e-17	4	14	1.6549614918895234e-13	1.6132465145172737e-13	1.6422153312927156e-13	6.3652365072673976e-15	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_205476.0, Transcript_240441.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_5484.0, Transcript_5802.0
..GO:0022412	BP	e	cellular process involved in reproduction in multicellular organism	9/24	208/59161	8.609819520294692e-17	2	9	2.794747416287657e-13	2.7243029825029854e-13	2.772361885534891e-13	1.0350916356620953e-14	Transcript_10604.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_215833.0, Transcript_240441.0, Transcript_284070.0, Transcript_29001.0
......GO:0000725	BP	e	recombinational repair	8/24	159/59161	1.614988780761295e-15	8	8	5.242253582351164e-12	5.110117281513312e-12	5.198648885270609e-12	1.872233422268273e-13	Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_205476.0, Transcript_273476.0, Transcript_5484.0, Transcript_5802.0
...GO:0048731	BP	e	system development	24/24	14936/59161	4.43371783130856e-15	3	24	1.4391848080427587e-11	1.4029087001114227e-11	1.4267703981150947e-11	4.962706234630203e-13	Transcript_10604.0, Transcript_119932.0, Transcript_12504.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_13888.0, Transcript_191098.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_228651.0, Transcript_240441.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0, Transcript_88286.0, Transcript_96283.0
...GO:0048513	BP	e	animal organ development	24/24	15868/59161	1.8973575320008223e-14	3	24	6.158822548874669e-11	6.003583200693414e-11	6.103799180446645e-11	2.0529408496248898e-12	Transcript_10604.0, Transcript_119932.0, Transcript_12504.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_13888.0, Transcript_191098.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_228651.0, Transcript_240441.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0, Transcript_88286.0, Transcript_96283.0
.....GO:0071383	BP	e	cellular response to steroid hormone stimulus	4/24	5/59161	1.0407240736185858e-13	6	4	3.37819034296593e-10	3.2930396404229465e-10	3.346968620757372e-10	1.0556844821768529e-11	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_25008.0
....GO:0043401	BP	e	steroid hormone mediated signaling pathway	4/24	5/59161	1.0407240736185858e-13	6	4	3.37819034296593e-10	3.2930396404229465e-10	3.346968620757372e-10	1.0556844821768529e-11	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_25008.0
.GO:0032501	BP	e	multicellular organismal process	23/24	14407/59161	1.4110937572422834e-13	1	23	4.580410336008452e-10	4.4649564632394496e-10	4.535255335776699e-10	1.3880031321237733e-11	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_13888.0, Transcript_191098.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_228651.0, Transcript_240441.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0, Transcript_88286.0, Transcript_96283.0
.......GO:0000724	BP	e	double-strand break repair via homologous recombination	7/24	154/59161	2.352965404238189e-13	9	7	7.637725702157161e-10	7.445209105002281e-10	7.560077843817302e-10	2.246389912399165e-11	Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_205476.0, Transcript_273476.0, Transcript_5484.0, Transcript_5802.0
...GO:0072028	BP	e	nephron morphogenesis	4/24	6/59161	3.121327775094744e-13	3	4	1.013182995795754e-09	9.876446941792537e-10	1.0025704813604317e-09	2.89480855941644e-11	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_25008.0
....GO:0043249	BP	e	erythrocyte maturation	5/24	25/59161	3.719816101684873e-13	5	5	1.2074523066069098e-09	1.1770172506282537e-09	1.1944329502510128e-09	3.354034185019194e-11	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
..GO:0048856	BP	e	anatomical structure development	24/24	18120/59161	4.595713014897733e-13	2	24	1.491768444635804e-09	1.4541669129883397e-09	1.4752238777821721e-09	4.031806607123795e-11	Transcript_10604.0, Transcript_119932.0, Transcript_12504.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_13888.0, Transcript_191098.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_228651.0, Transcript_240441.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0, Transcript_88286.0, Transcript_96283.0
.GO:0032502	BP	e	developmental process	24/24	18943/59161	1.3354084684917821e-12	1	24	4.3347358887243245e-09	4.225474488746757e-09	4.285325775390129e-09	1.1407199707169276e-10	Transcript_10604.0, Transcript_119932.0, Transcript_12504.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_13888.0, Transcript_191098.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_205476.0, Transcript_215833.0, Transcript_228651.0, Transcript_240441.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_29001.0, Transcript_5484.0, Transcript_5802.0, Transcript_88286.0, Transcript_96283.0
...GO:0022600	BP	e	digestive system process	5/24	39/59161	4.015993486162696e-12	3	5	1.303591485608411e-08	1.27073314443775e-08	1.2883307103609928e-08	3.3425422707907976e-10	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
....GO:0048545	BP	e	response to steroid hormone	4/24	10/59161	4.365133149640123e-12	5	4	1.4169222203731841e-08	1.3812072634688873e-08	1.3998982010895876e-08	3.54230555093296e-10	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_25008.0
....GO:0061326	BP	e	renal tubule development	5/24	46/59161	9.54331581300532e-12	5	5	3.0977603129015265e-08	3.019678132747714e-08	3.0595870496495055e-08	7.375619792622682e-10	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_240441.0, Transcript_25008.0
.....GO:0072080	BP	e	nephron tubule development	5/24	46/59161	9.54331581300532e-12	7	5	3.0977603129015265e-08	3.019678132747714e-08	3.0595870496495055e-08	7.375619792622682e-10	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_240441.0, Transcript_25008.0
......GO:0006278	BP	e	RNA-dependent DNA biosynthetic process	5/24	47/59161	1.0676565648381058e-11	8	5	3.465613209464491e-08	3.378258925197295e-08	3.420771633741291e-08	7.876393657873844e-10	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
.......GO:0007004	BP	e	telomere maintenance via telomerase	5/24	47/59161	1.0676565648381058e-11	9	5	3.465613209464491e-08	3.378258925197295e-08	3.420771633741291e-08	7.876393657873844e-10	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
.....GO:0048793	BP	e	pronephros development	10/24	1175/59161	1.4010704190532885e-11	5	10	4.5478745802469744e-08	4.4332408040917184e-08	4.48622748180863e-08	1.0106387956104389e-09	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_205476.0, Transcript_240441.0, Transcript_273476.0, Transcript_284070.0, Transcript_5484.0, Transcript_5802.0
..GO:0007568	BP	e	aging	5/24	50/59161	1.4735211705248924e-11	2	5	4.7830497195238006e-08	4.662488116248986e-08	4.716741266850181e-08	1.0397934172877828e-09	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
....GO:0006259	BP	e	DNA metabolic process	12/24	2292/59161	1.947797994170698e-11	6	12	6.322552289078086e-08	6.163185967283715e-08	6.232953581346234e-08	1.3452238912932098e-09	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_202785.0, Transcript_205476.0, Transcript_215833.0, Transcript_273476.0, Transcript_284070.0, Transcript_5484.0, Transcript_5802.0
......GO:0010833	BP	e	telomere maintenance via telomere lengthening	5/24	53/59161	1.9941598322512214e-11	8	5	6.473042815487464e-08	6.309883227846928e-08	6.379317303371657e-08	1.3485505865598886e-09	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
....GO:0048754	BP	e	branching morphogenesis of an epithelial tube	4/24	15/59161	2.8335015114020085e-11	6	4	9.19754590601092e-08	8.965712463825254e-08	9.061537833463624e-08	1.8770501849001876e-09	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_25008.0
.....GO:0048821	BP	e	erythrocyte development	5/24	59/59161	3.473379929513975e-11	5	5	1.1274591251202363e-07	1.0990403781445413e-07	1.1104395634656178e-07	2.2549182502404727e-09	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
..GO:0007586	BP	e	digestion	5/24	66/59161	6.188738158688392e-11	2	5	2.008864406310252e-07	1.958228948226286e-07	1.97792071551681e-07	3.938949816294611e-09	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
.....GO:0071897	BP	e	DNA biosynthetic process	8/24	663/59161	1.4979900968140154e-10	7	8	4.862475854258294e-07	4.7399122349671236e-07	4.786078359320779e-07	9.350915104342873e-09	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_13888.0, Transcript_202785.0, Transcript_205476.0, Transcript_215833.0, Transcript_284070.0
....GO:0051726	BP	e	regulation of cell cycle	9/24	1038/59161	1.5716965775158226e-10	4	9	5.10172709061636e-07	4.973132902058249e-07	5.019998868585538e-07	9.625900170974265e-09	Transcript_10604.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_215833.0, Transcript_240441.0, Transcript_284070.0, Transcript_29001.0
....GO:0061515	BP	e	myeloid cell development	5/24	82/59161	1.8814045399054502e-10	4	5	6.107039136533091e-07	5.953105041606774e-07	6.007324695918102e-07	1.130933173432054e-08	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
.....GO:0006281	BP	e	DNA repair	10/24	1610/59161	3.002072341599347e-10	7	10	9.744726820831479e-07	9.499101130552956e-07	9.582614914385115e-07	1.753155709651089e-08	Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_13888.0, Transcript_202785.0, Transcript_205476.0, Transcript_273476.0, Transcript_284070.0, Transcript_5484.0, Transcript_5802.0
...GO:0032835	BP	e	glomerulus development	7/24	427/59161	3.024544662367867e-10	3	7	9.817671974046096e-07	9.570207627441928e-07	9.651322017615865e-07	1.753155709651089e-08	Transcript_10604.0, Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_240441.0, Transcript_25008.0, Transcript_284070.0
....GO:0060840	BP	e	artery development	4/24	27/59161	3.6312664371291706e-10	4	4	1.1787090854921288e-06	1.1489985314576477e-06	1.1583739934442055e-06	2.0679106763019803e-08	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_25008.0
...GO:0072006	BP	e	nephron development	7/24	467/59161	5.627822386863685e-10	3	7	1.8267911467759522e-06	1.7807450292529517e-06	1.794712559170829e-06	3.1496399082344e-08	Transcript_10604.0, Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_240441.0, Transcript_25008.0, Transcript_284070.0
...GO:0140013	BP	e	meiotic nuclear division	9/24	1208/59161	5.946020123357533e-10	7	9	1.930078132041855e-06	1.881428561644374e-06	1.8955912153263814e-06	3.164062511544025e-08	Transcript_10604.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_215833.0, Transcript_240441.0, Transcript_284070.0, Transcript_29001.0
..GO:1903046	BP	e	meiotic cell cycle process	9/24	1208/59161	5.946020123357533e-10	3	9	1.930078132041855e-06	1.881428561644374e-06	1.8955912153263814e-06	3.164062511544025e-08	Transcript_10604.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_215833.0, Transcript_240441.0, Transcript_284070.0, Transcript_29001.0
..GO:0051321	BP	e	meiotic cell cycle	9/24	1208/59161	5.946020123357533e-10	3	9	1.930078132041855e-06	1.881428561644374e-06	1.8955912153263814e-06	3.164062511544025e-08	Transcript_10604.0, Transcript_13888.0, Transcript_197839.0, Transcript_202785.0, Transcript_203363.0, Transcript_215833.0, Transcript_240441.0, Transcript_284070.0, Transcript_29001.0
...GO:0061138	BP	e	morphogenesis of a branching epithelium	4/24	33/59161	8.453016192940118e-10	5	4	2.7438490562283626e-06	2.6746875670611718e-06	2.692285657451428e-06	4.425562993916713e-08	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_25008.0
......GO:0032200	BP	e	telomere organization	5/24	132/59161	2.104471591587934e-09	6	5	6.831114786294434e-06	6.658929632661545e-06	6.7006375476159825e-06	1.0673616853585054e-07	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
.....GO:0000723	BP	e	telomere maintenance	5/24	132/59161	2.104471591587934e-09	7	5	6.831114786294434e-06	6.658929632661545e-06	6.7006375476159825e-06	1.0673616853585054e-07	Transcript_10604.0, Transcript_13888.0, Transcript_202785.0, Transcript_215833.0, Transcript_284070.0
...GO:0060021	BP	e	roof of mouth development	4/24	47/59161	3.6706320942266594e-09	3	4	1.1914871777859736e-05	1.161454539018095e-05	1.167995132382923e-05	1.8330571965938058e-07	Transcript_128657.0, Transcript_13786.0, Transcript_191098.0, Transcript_25008.0
..GO:0051716	BP	e	cellular response to stimulus	16/24	8153/59161	4.06169444316843e-09	2	16	1.3184260162524724e-05	1.2851937557409822e-05	1.2920250023718776e-05	1.9976151761401096e-07	Transcript_10604.0, Transcript_119932.0, Transcript_125467.0, Transcript_125795.0, Transcript_128657.0, Transcript_13786.0, Transcript_13888.0, Transcript_191098.0, Transcript_202785.0, Transcript_205476.0, Transcript_215833.0, Transcript_25008.0, Transcript_273476.0, Transcript_284070.0, Transcript_5484.0, Transcript_5802.0
