# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
..GO:0045103	BP	e	intermediate filament-based process	11/964	162/59161	7.806345862514799e-05	2	11	0.2533939866972304	0.24700693511135294	0.19656378881812264	0.0003471150502701786	Transcript_139138.0, Transcript_141699.0, Transcript_143830.0, Transcript_167708.0, Transcript_202778.0, Transcript_232611.0, Transcript_232760.0, Transcript_70417.0, Transcript_74504.0, Transcript_88227.0, Transcript_94412.0
....GO:0060249	BP	e	anatomical structure homeostasis	26/964	725/59161	0.00027329340680198714	4	26	0.8871103984792502	0.8647498841225092	0.680227289530146	0.0011703303410016495	Transcript_110159.0, Transcript_140706.0, Transcript_159605.0, Transcript_175743.0, Transcript_190433.0, Transcript_190519.0, Transcript_205376.0, Transcript_234534.0, Transcript_236100.0, Transcript_263083.0, Transcript_263190.0, Transcript_271136.0, Transcript_34218.0, Transcript_34924.0, Transcript_40915.0, Transcript_45799.0, Transcript_46891.0, Transcript_50731.0, Transcript_50733.0, Transcript_53884.0, Transcript_54758.0, Transcript_58371.0, Transcript_61969.0, Transcript_84079.0, Transcript_86957.0, Transcript_95640.0
...GO:0044262	BP	e	cellular carbohydrate metabolic process	14/964	286/59161	0.0002936571594281889	4	14	0.9532111395039012	0.9291844891496488	0.7306190126573341	0.0012558776541553376	Transcript_149189.0, Transcript_149803.0, Transcript_165216.0, Transcript_170597.0, Transcript_174287.0, Transcript_178730.0, Transcript_232427.0, Transcript_245579.0, Transcript_29024.0, Transcript_32445.0, Transcript_35089.0, Transcript_81055.0, Transcript_93573.0, Transcript_97017.0
......GO:0002761	BP	e	regulation of myeloid leukocyte differentiation	5/964	57/59161	0.002363928288422097	7	5	1.0	1.0	1.0	0.009113196228287561	Transcript_246268.0, Transcript_26229.0, Transcript_53709.0, Transcript_60029.0, Transcript_65535.0
......GO:1902107	BP	e	positive regulation of leukocyte differentiation	5/964	59/59161	0.0027522261882757053	7	5	1.0	1.0	1.0	0.010424417977996429	Transcript_246268.0, Transcript_26229.0, Transcript_53709.0, Transcript_60029.0, Transcript_65535.0
.....GO:0045637	BP	e	regulation of myeloid cell differentiation	5/964	60/59161	0.002962758926237761	6	5	1.0	1.0	1.0	0.011182692412288107	Transcript_246268.0, Transcript_26229.0, Transcript_53709.0, Transcript_60029.0, Transcript_65535.0
...GO:0060042	BP	e	retina morphogenesis in camera-type eye	33/964	1169/59161	0.0031793332749559394	3	33	1.0	1.0	1.0	0.01197229212355798	Transcript_102286.0, Transcript_110159.0, Transcript_140706.0, Transcript_159605.0, Transcript_161244.0, Transcript_175743.0, Transcript_205376.0, Transcript_234067.0, Transcript_234534.0, Transcript_236100.0, Transcript_245954.0, Transcript_258871.0, Transcript_26110.0, Transcript_263083.0, Transcript_263190.0, Transcript_271136.0, Transcript_34218.0, Transcript_34924.0, Transcript_38127.0, Transcript_40915.0, Transcript_45799.0, Transcript_46891.0, Transcript_50731.0, Transcript_50733.0, Transcript_53884.0, Transcript_54758.0, Transcript_58371.0, Transcript_61447.0, Transcript_61969.0, Transcript_80969.0, Transcript_84079.0, Transcript_86957.0, Transcript_95640.0
.....GO:0006474	BP	e	N-terminal protein amino acid acetylation	4/964	39/59161	0.003663455638676332	9	4	1.0	1.0	1.0	0.013469204085442816	Transcript_108722.0, Transcript_263626.0, Transcript_272299.0, Transcript_81460.0
.......GO:0030223	BP	e	neutrophil differentiation	5/964	63/59161	0.0036639886652637117	7	5	1.0	1.0	1.0	0.013469204085442816	Transcript_246268.0, Transcript_26229.0, Transcript_53709.0, Transcript_60029.0, Transcript_65535.0
.....GO:0098508	BP	e	endothelial to hematopoietic transition	5/964	64/59161	0.003922077905334336	8	5	1.0	1.0	1.0	0.014304567281702532	Transcript_246268.0, Transcript_26229.0, Transcript_53709.0, Transcript_60029.0, Transcript_65535.0
...GO:0007050	BP	e	cell cycle arrest	6/964	92/59161	0.004012121943601043	6	6	1.0	1.0	1.0	0.014616551996553297	Transcript_110081.0, Transcript_184942.0, Transcript_222474.0, Transcript_41509.0, Transcript_67453.0, Transcript_76702.0
.....GO:0043584	BP	e	nose development	7/964	126/59161	0.004731907235921121	5	7	1.0	1.0	1.0	0.01714260143727674	Transcript_161244.0, Transcript_234067.0, Transcript_245954.0, Transcript_26110.0, Transcript_38127.0, Transcript_61447.0, Transcript_80969.0
.....GO:0031935	BP	e	regulation of chromatin silencing	4/964	43/59161	0.005222383972422598	10	4	1.0	1.0	1.0	0.018860287898333255	Transcript_108722.0, Transcript_263626.0, Transcript_272299.0, Transcript_81460.0
......GO:0031365	BP	e	N-terminal protein amino acid modification	4/964	47/59161	0.007172180586260141	7	4	1.0	1.0	1.0	0.02547144221334838	Transcript_108722.0, Transcript_263626.0, Transcript_272299.0, Transcript_81460.0
.....GO:1902105	BP	e	regulation of leukocyte differentiation	5/964	75/59161	0.0076750489302047096	6	5	1.0	1.0	1.0	0.027056384012628443	Transcript_246268.0, Transcript_26229.0, Transcript_53709.0, Transcript_60029.0, Transcript_65535.0
......GO:0021884	BP	e	forebrain neuron development	4/964	51/59161	0.00954961816046102	6	4	1.0	1.0	1.0	0.03280218047498039	Transcript_47284.0, Transcript_65122.0, Transcript_70451.0, Transcript_86473.0
..GO:0016458	BP	e	gene silencing	29/964	1067/59161	0.009617507777701245	7	29	1.0	1.0	1.0	0.033000454805938946	Transcript_108722.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272299.0, Transcript_37185.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_45237.0, Transcript_47511.0, Transcript_51090.0, Transcript_60399.0, Transcript_66899.0, Transcript_77060.0, Transcript_81460.0, Transcript_84606.0, Transcript_92482.0, Transcript_95360.0, Transcript_98845.0
.GO:0009987	BP	p	cellular process	153/964	25691/59161	7.277189031881055e-76	1	153	2.3621755597485903e-72	2.302634536886669e-72	2.3621755597485903e-72	2.3621755597485903e-72	Transcript_102286.0, Transcript_106816.0, Transcript_108722.0, Transcript_110081.0, Transcript_126778.0, Transcript_135574.0, Transcript_139138.0, Transcript_141699.0, Transcript_143010.0, Transcript_143830.0, Transcript_145869.0, Transcript_148917.0, Transcript_149189.0, Transcript_149803.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161244.0, Transcript_161383.0, Transcript_165216.0, Transcript_165554.0, Transcript_167708.0, Transcript_168015.0, Transcript_170597.0, Transcript_174287.0, Transcript_176163.0, Transcript_178730.0, Transcript_184942.0, Transcript_190433.0, Transcript_190519.0, Transcript_200836.0, Transcript_202778.0, Transcript_216841.0, Transcript_222474.0, Transcript_22662.0, Transcript_226660.0, Transcript_232427.0, Transcript_232611.0, Transcript_232760.0, Transcript_234067.0, Transcript_234590.0, Transcript_236745.0, Transcript_237975.0, Transcript_238685.0, Transcript_242817.0, Transcript_244099.0, Transcript_244427.0, Transcript_245524.0, Transcript_245579.0, Transcript_245954.0, Transcript_246268.0, Transcript_246400.0, Transcript_249133.0, Transcript_258871.0, Transcript_26092.0, Transcript_26110.0, Transcript_26229.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_267768.0, Transcript_268824.0, Transcript_271092.0, Transcript_271145.0, Transcript_272299.0, Transcript_272737.0, Transcript_289203.0, Transcript_29024.0, Transcript_30036.0, Transcript_31449.0, Transcript_32285.0, Transcript_32445.0, Transcript_33079.0, Transcript_34204.0, Transcript_35089.0, Transcript_35111.0, Transcript_37185.0, Transcript_38104.0, Transcript_38127.0, Transcript_39474.0, Transcript_40150.0, Transcript_40849.0, Transcript_41509.0, Transcript_42895.0, Transcript_43050.0, Transcript_44975.0, Transcript_45237.0, Transcript_47284.0, Transcript_47511.0, Transcript_51090.0, Transcript_52603.0, Transcript_52618.0, Transcript_53709.0, Transcript_53946.0, Transcript_54864.0, Transcript_58110.0, Transcript_58526.0, Transcript_59097.0, Transcript_59196.0, Transcript_60029.0, Transcript_60399.0, Transcript_60447.0, Transcript_61403.0, Transcript_61447.0, Transcript_61635.0, Transcript_63015.0, Transcript_64335.0, Transcript_65122.0, Transcript_65382.0, Transcript_65535.0, Transcript_66870.0, Transcript_66899.0, Transcript_67453.0, Transcript_68249.0, Transcript_70417.0, Transcript_70451.0, Transcript_71160.0, Transcript_73541.0, Transcript_74504.0, Transcript_75195.0, Transcript_75823.0, Transcript_76702.0, Transcript_77060.0, Transcript_80386.0, Transcript_80969.0, Transcript_81055.0, Transcript_81220.0, Transcript_81460.0, Transcript_8232.0, Transcript_83196.0, Transcript_84606.0, Transcript_86123.0, Transcript_86322.0, Transcript_86473.0, Transcript_86730.0, Transcript_88138.0, Transcript_88227.0, Transcript_8860.0, Transcript_89094.0, Transcript_89100.0, Transcript_90437.0, Transcript_92374.0, Transcript_92482.0, Transcript_93573.0, Transcript_94126.0, Transcript_94412.0, Transcript_95360.0, Transcript_96266.0, Transcript_96560.0, Transcript_97017.0, Transcript_97485.0, Transcript_98218.0, Transcript_98845.0
GO:0008150	BP	p	biological_process	189/964	28185/59161	2.2095817810930177e-74	0	189	7.172302461427935e-71	6.991517327543159e-71	7.170092879646842e-71	3.5861512307139675e-71	Transcript_102286.0, Transcript_106816.0, Transcript_108722.0, Transcript_110081.0, Transcript_110159.0, Transcript_126778.0, Transcript_135574.0, Transcript_139138.0, Transcript_140706.0, Transcript_141699.0, Transcript_143010.0, Transcript_143229.0, Transcript_143830.0, Transcript_145158.0, Transcript_145869.0, Transcript_148917.0, Transcript_149189.0, Transcript_149803.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_159605.0, Transcript_161244.0, Transcript_161383.0, Transcript_165216.0, Transcript_165554.0, Transcript_167708.0, Transcript_168015.0, Transcript_170597.0, Transcript_174287.0, Transcript_175743.0, Transcript_176163.0, Transcript_178730.0, Transcript_184942.0, Transcript_185157.0, Transcript_190433.0, Transcript_190519.0, Transcript_200836.0, Transcript_202778.0, Transcript_205376.0, Transcript_216841.0, Transcript_222474.0, Transcript_22662.0, Transcript_226660.0, Transcript_232427.0, Transcript_232611.0, Transcript_232760.0, Transcript_234067.0, Transcript_234534.0, Transcript_234590.0, Transcript_236100.0, Transcript_236745.0, Transcript_237975.0, Transcript_238685.0, Transcript_242817.0, Transcript_244099.0, Transcript_244427.0, Transcript_245524.0, Transcript_245579.0, Transcript_245954.0, Transcript_246268.0, Transcript_246400.0, Transcript_246496.0, Transcript_249133.0, Transcript_255277.0, Transcript_258871.0, Transcript_26092.0, Transcript_26110.0, Transcript_26229.0, Transcript_263083.0, Transcript_263190.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_267768.0, Transcript_268824.0, Transcript_271092.0, Transcript_271136.0, Transcript_271145.0, Transcript_27162.0, Transcript_272299.0, Transcript_272737.0, Transcript_289203.0, Transcript_29024.0, Transcript_30036.0, Transcript_31449.0, Transcript_32285.0, Transcript_32445.0, Transcript_33079.0, Transcript_34204.0, Transcript_34218.0, Transcript_34924.0, Transcript_35089.0, Transcript_35111.0, Transcript_37185.0, Transcript_38104.0, Transcript_38127.0, Transcript_39474.0, Transcript_40150.0, Transcript_40849.0, Transcript_40915.0, Transcript_41509.0, Transcript_42895.0, Transcript_43050.0, Transcript_44579.0, Transcript_44975.0, Transcript_45237.0, Transcript_45799.0, Transcript_46891.0, Transcript_47284.0, Transcript_47511.0, Transcript_50731.0, Transcript_50733.0, Transcript_51090.0, Transcript_52603.0, Transcript_52618.0, Transcript_53709.0, Transcript_53884.0, Transcript_53946.0, Transcript_54758.0, Transcript_54864.0, Transcript_55041.0, Transcript_56357.0, Transcript_58110.0, Transcript_58371.0, Transcript_58526.0, Transcript_59097.0, Transcript_59196.0, Transcript_60029.0, Transcript_60399.0, Transcript_60447.0, Transcript_61403.0, Transcript_61447.0, Transcript_61635.0, Transcript_61969.0, Transcript_63015.0, Transcript_64335.0, Transcript_65122.0, Transcript_65382.0, Transcript_65535.0, Transcript_66870.0, Transcript_66899.0, Transcript_67402.0, Transcript_67453.0, Transcript_68249.0, Transcript_70307.0, Transcript_70417.0, Transcript_70451.0, Transcript_71160.0, Transcript_73541.0, Transcript_74504.0, Transcript_75195.0, Transcript_75823.0, Transcript_76702.0, Transcript_77060.0, Transcript_80386.0, Transcript_80969.0, Transcript_81023.0, Transcript_81055.0, Transcript_81220.0, Transcript_81460.0, Transcript_8232.0, Transcript_83196.0, Transcript_84079.0, Transcript_84606.0, Transcript_86123.0, Transcript_86322.0, Transcript_86473.0, Transcript_86730.0, Transcript_86957.0, Transcript_88138.0, Transcript_88227.0, Transcript_8860.0, Transcript_89094.0, Transcript_89100.0, Transcript_90437.0, Transcript_92374.0, Transcript_92482.0, Transcript_93573.0, Transcript_94126.0, Transcript_94412.0, Transcript_95360.0, Transcript_95640.0, Transcript_96266.0, Transcript_96560.0, Transcript_97017.0, Transcript_97485.0, Transcript_98218.0, Transcript_98845.0
..GO:0050789	BP	p	regulation of biological process	107/964	21352/59161	7.880816230050182e-71	2	107	2.5581129482742892e-67	2.493633125465189e-67	2.5565367850282792e-67	8.527043160914298e-68	Transcript_108722.0, Transcript_110081.0, Transcript_126778.0, Transcript_135574.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161244.0, Transcript_161383.0, Transcript_165554.0, Transcript_176163.0, Transcript_184942.0, Transcript_222474.0, Transcript_22662.0, Transcript_234067.0, Transcript_234590.0, Transcript_236745.0, Transcript_237975.0, Transcript_238685.0, Transcript_244099.0, Transcript_244427.0, Transcript_245524.0, Transcript_245954.0, Transcript_246268.0, Transcript_246400.0, Transcript_249133.0, Transcript_255277.0, Transcript_26092.0, Transcript_26110.0, Transcript_26229.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_267768.0, Transcript_268824.0, Transcript_271092.0, Transcript_271145.0, Transcript_272299.0, Transcript_289203.0, Transcript_32285.0, Transcript_33079.0, Transcript_34204.0, Transcript_35111.0, Transcript_37185.0, Transcript_38104.0, Transcript_38127.0, Transcript_39474.0, Transcript_40150.0, Transcript_40849.0, Transcript_41509.0, Transcript_42895.0, Transcript_43050.0, Transcript_44975.0, Transcript_45237.0, Transcript_47284.0, Transcript_47511.0, Transcript_51090.0, Transcript_52603.0, Transcript_52618.0, Transcript_53709.0, Transcript_53946.0, Transcript_54864.0, Transcript_58526.0, Transcript_59097.0, Transcript_59196.0, Transcript_60029.0, Transcript_60399.0, Transcript_61403.0, Transcript_61447.0, Transcript_61635.0, Transcript_63015.0, Transcript_64335.0, Transcript_65122.0, Transcript_65382.0, Transcript_65535.0, Transcript_66870.0, Transcript_66899.0, Transcript_67453.0, Transcript_68249.0, Transcript_70451.0, Transcript_71160.0, Transcript_73541.0, Transcript_75195.0, Transcript_75823.0, Transcript_76702.0, Transcript_77060.0, Transcript_80969.0, Transcript_81023.0, Transcript_81220.0, Transcript_81460.0, Transcript_83196.0, Transcript_84606.0, Transcript_86123.0, Transcript_86322.0, Transcript_86473.0, Transcript_86730.0, Transcript_8860.0, Transcript_89094.0, Transcript_89100.0, Transcript_92482.0, Transcript_95360.0, Transcript_96266.0, Transcript_97485.0, Transcript_98218.0, Transcript_98845.0
...GO:0019222	BP	p	regulation of metabolic process	41/964	14357/59161	2.1569209841365734e-65	3	41	7.001365514507317e-62	6.824889019166592e-62	6.994894751554908e-62	1.7503413786268293e-62	Transcript_108722.0, Transcript_126778.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272299.0, Transcript_289203.0, Transcript_32285.0, Transcript_37185.0, Transcript_39474.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_44975.0, Transcript_45237.0, Transcript_47284.0, Transcript_47511.0, Transcript_51090.0, Transcript_60399.0, Transcript_63015.0, Transcript_65122.0, Transcript_66899.0, Transcript_68249.0, Transcript_70451.0, Transcript_77060.0, Transcript_81460.0, Transcript_84606.0, Transcript_86473.0, Transcript_92482.0, Transcript_95360.0, Transcript_98845.0
.GO:0008152	BP	p	metabolic process	85/964	18686/59161	4.130763581551583e-65	1	85	1.3408458585716439e-61	1.3070484832707057e-61	1.3391935531390232e-61	2.681691717143288e-62	Transcript_106816.0, Transcript_108722.0, Transcript_126778.0, Transcript_139138.0, Transcript_141699.0, Transcript_143830.0, Transcript_145869.0, Transcript_148917.0, Transcript_149189.0, Transcript_149803.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161244.0, Transcript_161383.0, Transcript_165216.0, Transcript_167708.0, Transcript_168015.0, Transcript_170597.0, Transcript_174287.0, Transcript_178730.0, Transcript_190433.0, Transcript_200836.0, Transcript_202778.0, Transcript_216841.0, Transcript_232427.0, Transcript_232611.0, Transcript_232760.0, Transcript_234067.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_245579.0, Transcript_245954.0, Transcript_246400.0, Transcript_258871.0, Transcript_26110.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272299.0, Transcript_272737.0, Transcript_29024.0, Transcript_32445.0, Transcript_35089.0, Transcript_37185.0, Transcript_38127.0, Transcript_39474.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_45237.0, Transcript_47511.0, Transcript_51090.0, Transcript_54864.0, Transcript_56357.0, Transcript_58110.0, Transcript_60399.0, Transcript_61447.0, Transcript_64335.0, Transcript_66870.0, Transcript_66899.0, Transcript_70417.0, Transcript_74504.0, Transcript_75823.0, Transcript_77060.0, Transcript_80386.0, Transcript_80969.0, Transcript_81055.0, Transcript_81460.0, Transcript_84606.0, Transcript_88138.0, Transcript_88227.0, Transcript_8860.0, Transcript_90437.0, Transcript_92374.0, Transcript_92482.0, Transcript_93573.0, Transcript_94126.0, Transcript_94412.0, Transcript_95360.0, Transcript_96560.0, Transcript_97017.0, Transcript_98845.0
...GO:0050794	BP	p	regulation of cellular process	106/964	20436/59161	1.97317413175594e-64	3	106	6.404923231679781e-61	6.243480667009911e-61	6.395057361021e-61	1.0674872052799635e-61	Transcript_108722.0, Transcript_110081.0, Transcript_126778.0, Transcript_135574.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161244.0, Transcript_161383.0, Transcript_165554.0, Transcript_176163.0, Transcript_184942.0, Transcript_222474.0, Transcript_22662.0, Transcript_234067.0, Transcript_234590.0, Transcript_236745.0, Transcript_237975.0, Transcript_238685.0, Transcript_244099.0, Transcript_244427.0, Transcript_245524.0, Transcript_245954.0, Transcript_246268.0, Transcript_246400.0, Transcript_249133.0, Transcript_255277.0, Transcript_26092.0, Transcript_26110.0, Transcript_26229.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_267768.0, Transcript_268824.0, Transcript_271092.0, Transcript_271145.0, Transcript_272299.0, Transcript_289203.0, Transcript_32285.0, Transcript_33079.0, Transcript_34204.0, Transcript_35111.0, Transcript_37185.0, Transcript_38104.0, Transcript_38127.0, Transcript_39474.0, Transcript_40150.0, Transcript_40849.0, Transcript_41509.0, Transcript_42895.0, Transcript_43050.0, Transcript_44975.0, Transcript_45237.0, Transcript_47284.0, Transcript_47511.0, Transcript_51090.0, Transcript_52603.0, Transcript_52618.0, Transcript_53709.0, Transcript_53946.0, Transcript_54864.0, Transcript_58526.0, Transcript_59097.0, Transcript_59196.0, Transcript_60029.0, Transcript_60399.0, Transcript_61403.0, Transcript_61447.0, Transcript_61635.0, Transcript_63015.0, Transcript_64335.0, Transcript_65122.0, Transcript_65382.0, Transcript_65535.0, Transcript_66899.0, Transcript_67453.0, Transcript_68249.0, Transcript_70451.0, Transcript_71160.0, Transcript_73541.0, Transcript_75195.0, Transcript_75823.0, Transcript_76702.0, Transcript_77060.0, Transcript_80969.0, Transcript_81023.0, Transcript_81220.0, Transcript_81460.0, Transcript_83196.0, Transcript_84606.0, Transcript_86123.0, Transcript_86322.0, Transcript_86473.0, Transcript_86730.0, Transcript_8860.0, Transcript_89094.0, Transcript_89100.0, Transcript_92482.0, Transcript_95360.0, Transcript_96266.0, Transcript_97485.0, Transcript_98218.0, Transcript_98845.0
