go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0007268	BP	9	8089	6	4.6831227704960074	1.6345423770889613e-91	9	chemical synaptic transmission	['Transcript_140184.0', 'Transcript_150806.0', 'Transcript_231742.0', 'Transcript_253520.0', 'Transcript_255299.0', 'Transcript_257306.0', 'Transcript_63840.0', 'Transcript_67812.0', 'Transcript_77470.0']
GO:1901293	BP	3	2686	5	4.6775832150100305	2.9812892800609046e-29	3	nucleoside phosphate biosynthetic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0009165	BP	3	2650	6	4.658116269920512	9.965043526013536e-29	3	nucleotide biosynthetic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0044248	BP	6	5269	3	4.649653089956066	6.919166909211142e-58	6	cellular catabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_93766.0']
GO:0044282	BP	3	2613	3	4.637831034902609	3.35076805195617e-28	3	small molecule catabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0072522	BP	3	2608	5	4.635067779813666	3.196281749033323e-28	3	purine-containing compound biosynthetic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0006164	BP	3	2607	6	4.634514493118145	3.1855852283997723e-28	3	purine nucleotide biosynthetic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0048878	BP	4	3460	4	4.627858448827832	2.133961513110286e-37	4	chemical homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0016054	BP	3	2564	4	4.61052017220133	1.005331797079113e-27	3	organic acid catabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0046395	BP	3	2564	5	4.61052017220133	1.005331797079113e-27	3	carboxylic acid catabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0009063	BP	3	2515	4	4.582682310275478	4.9208867301316785e-27	3	cellular amino acid catabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:1901606	BP	3	2505	5	4.57693451366516	7.591069398102471e-27	3	alpha-amino acid catabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:1901575	BP	6	4971	3	4.565660013525196	4.561249354393027e-54	6	organic substance catabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_93766.0']
GO:0050801	BP	4	3272	5	4.547259159245494	3.5084557590832225e-35	4	ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0098771	BP	4	3257	6	4.540630130699649	5.214898670581872e-35	4	inorganic ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0055080	BP	4	3257	6	4.540630130699649	5.214898670581872e-35	4	cation homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0055082	BP	4	3246	3	4.535749410851716	7.722848646236455e-35	4	cellular chemical homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0006873	BP	4	3229	4	4.5281738519177255	1.1350777867386145e-34	4	cellular ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0030003	BP	4	3223	5	4.525490599363289	1.7231409081230224e-34	4	cellular cation homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0070838	BP	4	3125	7	4.480942600740557	2.581783768933072e-33	4	divalent metal ion transport	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0072511	BP	4	3125	6	4.480942600740557	2.581783768933072e-33	4	divalent inorganic cation transport	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0002520	BP	5	3887	2	4.47381542375558	1.2726818467597634e-41	5	immune system development	['Transcript_19917.0', 'Transcript_23022.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0048534	BP	5	3885	4	4.473072914711454	2.0033832119397913e-41	5	hematopoietic or lymphoid organ development	['Transcript_19917.0', 'Transcript_23022.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0030097	BP	5	3874	5	4.468982270019636	1.9024880146075416e-41	5	hemopoiesis	['Transcript_19917.0', 'Transcript_23022.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0007154	BP	12	9202	2	4.454071366685834	1.2637767103470868e-102	12	cell communication	['Transcript_140184.0', 'Transcript_150806.0', 'Transcript_231742.0', 'Transcript_242124.0', 'Transcript_253520.0', 'Transcript_255299.0', 'Transcript_257306.0', 'Transcript_39256.0', 'Transcript_63840.0', 'Transcript_67812.0', 'Transcript_74456.0', 'Transcript_77470.0']
GO:0006816	BP	4	3060	8	4.450618063883759	1.8532265414791644e-32	4	calcium ion transport	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0055065	BP	4	3053	7	4.447314000510525	1.7982478537443678e-32	4	metal ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0007267	BP	12	9139	2	4.444160222796216	7.187224479189838e-102	12	cell-cell signaling	['Transcript_140184.0', 'Transcript_150806.0', 'Transcript_231742.0', 'Transcript_242124.0', 'Transcript_253520.0', 'Transcript_255299.0', 'Transcript_257306.0', 'Transcript_39256.0', 'Transcript_63840.0', 'Transcript_67812.0', 'Transcript_74456.0', 'Transcript_77470.0']
GO:0070588	BP	4	3037	6	4.4397333194712045	4.170872041525739e-32	4	calcium ion transmembrane transport	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0006875	BP	4	3019	6	4.43115716781737	5.850496247959195e-32	4	cellular metal ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0072507	BP	4	2974	7	4.4094910583561635	1.793369537535135e-31	4	divalent inorganic cation homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0072503	BP	4	2966	6	4.405605008758375	2.7015436073454602e-31	4	cellular divalent inorganic cation homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0051649	BP	7	5186	3	4.404353695099435	2.177260134328737e-55	7	establishment of localization in cell	['Transcript_150249.0', 'Transcript_230749.0', 'Transcript_240378.0', 'Transcript_52126.0', 'Transcript_60793.0', 'Transcript_83697.0', 'Transcript_99858.0']
GO:0055074	BP	4	2933	8	4.389463482060701	5.575573893448007e-31	4	calcium ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0006397	BP	6	4394	7	4.387658780005865	1.4820504741772022e-46	6	mRNA processing	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_245330.0', 'Transcript_256667.0', 'Transcript_73800.0', 'Transcript_77074.0']
GO:0006874	BP	4	2925	7	4.385523035661874	8.575655944092657e-31	4	cellular calcium ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_270026.0', 'Transcript_37733.0']
GO:0008380	BP	6	4275	7	4.348048330243212	3.562549295318895e-45	6	RNA splicing	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_245330.0', 'Transcript_256667.0', 'Transcript_73800.0', 'Transcript_77074.0']
GO:0009059	BP	10	6833	4	4.28767744289102	4.0851339304159804e-73	10	macromolecule biosynthetic process	['Transcript_140039.0', 'Transcript_246228.0', 'Transcript_255934.0', 'Transcript_270851.0', 'Transcript_40104.0', 'Transcript_68310.0', 'Transcript_73460.0', 'Transcript_82298.0', 'Transcript_85444.0', 'Transcript_93769.0']
GO:0034645	BP	10	6794	4	4.279419534295584	1.5681223749182406e-72	10	cellular macromolecule biosynthetic process	['Transcript_140039.0', 'Transcript_246228.0', 'Transcript_255934.0', 'Transcript_270851.0', 'Transcript_40104.0', 'Transcript_68310.0', 'Transcript_73460.0', 'Transcript_82298.0', 'Transcript_85444.0', 'Transcript_93769.0']
GO:0000377	BP	6	4030	9	4.2629037489979185	4.751250924043419e-42	6	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_245330.0', 'Transcript_256667.0', 'Transcript_73800.0', 'Transcript_77074.0']
GO:0000375	BP	6	4030	8	4.2629037489979185	4.751250924043419e-42	6	RNA splicing, via transesterification reactions	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_245330.0', 'Transcript_256667.0', 'Transcript_73800.0', 'Transcript_77074.0']
GO:0000398	BP	6	4030	8	4.2629037489979185	4.751250924043419e-42	6	mRNA splicing, via spliceosome	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_245330.0', 'Transcript_256667.0', 'Transcript_73800.0', 'Transcript_77074.0']
GO:0002790	BP	4	2659	5	4.247970188161412	1.3022923451445044e-27	4	peptide secretion	['Transcript_37737.0', 'Transcript_46647.0', 'Transcript_78136.0', 'Transcript_93766.0']
GO:0071692	BP	4	2658	4	4.247427515579919	1.3022923451445044e-27	4	protein localization to extracellular region	['Transcript_37737.0', 'Transcript_46647.0', 'Transcript_78136.0', 'Transcript_93766.0']
GO:0035592	BP	4	2658	4	4.247427515579919	1.3022923451445044e-27	4	establishment of protein localization to extracellular region	['Transcript_37737.0', 'Transcript_46647.0', 'Transcript_78136.0', 'Transcript_93766.0']
GO:0009306	BP	4	2658	4	4.247427515579919	1.3022923451445044e-27	4	protein secretion	['Transcript_37737.0', 'Transcript_46647.0', 'Transcript_78136.0', 'Transcript_93766.0']
GO:0000904	BP	9	5730	4	4.1856965485057	7.77876863527056e-60	9	cell morphogenesis involved in differentiation	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_97566.0']
GO:0000902	BP	9	5730	3	4.1856965485057	7.77876863527056e-60	9	cell morphogenesis	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_97566.0']
GO:0003008	BP	17	10766	2	4.178033995072836	5.618272091297238e-118	17	system process	['Transcript_102597.0', 'Transcript_140184.0', 'Transcript_150806.0', 'Transcript_231742.0', 'Transcript_236603.0', 'Transcript_237081.0', 'Transcript_255299.0', 'Transcript_257306.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_67812.0', 'Transcript_77470.0', 'Transcript_78136.0', 'Transcript_88000.0', 'Transcript_93766.0']
GO:0009725	BP	3	1879	3	4.162088977002644	3.8700248727021183e-19	3	response to hormone	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0048667	BP	9	5599	5	4.152330589574425	3.42284638685855e-58	9	cell morphogenesis involved in neuron differentiation	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_97566.0']
GO:0032989	BP	9	5591	3	4.150267754490694	5.182272105649381e-58	9	cellular component morphogenesis	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_97566.0']
GO:0032990	BP	9	5591	4	4.150267754490694	5.182272105649381e-58	9	cell part morphogenesis	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_97566.0']
GO:0120039	BP	9	5588	6	4.149493430270896	5.1768629437190855e-58	9	plasma membrane bounded cell projection morphogenesis	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_97566.0']
GO:0048812	BP	9	5588	7	4.149493430270896	5.1768629437190855e-58	9	neuron projection morphogenesis	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_97566.0']
GO:0048858	BP	9	5588	5	4.149493430270896	5.1768629437190855e-58	9	cell projection morphogenesis	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_97566.0']
GO:0044093	BP	6	3703	3	4.140818459754218	6.74781474222819e-38	6	positive regulation of molecular function	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_93766.0']
GO:0080134	BP	5	3050	4	4.123967558753994	3.1532229236185685e-31	5	regulation of response to stress	['Transcript_228405.0', 'Transcript_27662.0', 'Transcript_57765.0', 'Transcript_72189.0', 'Transcript_90153.0']
GO:0010817	BP	3	1810	3	4.108113607553157	2.5346290255621464e-18	3	regulation of hormone levels	['Transcript_37737.0', 'Transcript_46647.0', 'Transcript_93766.0']
GO:0003013	BP	8	4821	3	4.106418840699995	2.0130801187450105e-49	8	circulatory system process	['Transcript_236603.0', 'Transcript_237081.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_88000.0', 'Transcript_93766.0']
GO:0008015	BP	8	4808	4	4.10252330701493	3.01442535252243e-49	8	blood circulation	['Transcript_236603.0', 'Transcript_237081.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_88000.0', 'Transcript_93766.0']
GO:1901565	BP	6	3581	4	4.092486428903113	2.4235562019141413e-36	6	organonitrogen compound catabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_93766.0']
GO:0065009	BP	7	4094	2	4.063242591269551	1.2068751722842326e-41	7	regulation of molecular function	['Transcript_23022.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_93766.0']
GO:0050877	BP	12	7003	3	4.060096997722388	6.361639008495419e-73	12	nervous system process	['Transcript_102597.0', 'Transcript_140184.0', 'Transcript_150806.0', 'Transcript_231742.0', 'Transcript_255299.0', 'Transcript_257306.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_67812.0', 'Transcript_77470.0', 'Transcript_78136.0', 'Transcript_93766.0']
GO:0045664	BP	8	4601	7	4.03903386740699	8.40007949177228e-47	8	regulation of neuron differentiation	['Transcript_228405.0', 'Transcript_27662.0', 'Transcript_39256.0', 'Transcript_57765.0', 'Transcript_72189.0', 'Transcript_74456.0', 'Transcript_82912.0', 'Transcript_90153.0']
GO:0043085	BP	6	3447	4	4.037465208949858	7.722848646236455e-35	6	positive regulation of catalytic activity	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_93766.0']
GO:0007409	BP	9	5134	8	4.027244705436851	2.9271396096761624e-52	9	axonogenesis	['Transcript_145849.0', 'Transcript_194316.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_27016.0', 'Transcript_50830.0', 'Transcript_82298.0', 'Transcript_82912.0', 'Transcript_97566.0']
GO:0030325	BP	12	26	5	4.01322065627632	9.582968258693525e-12	12	adrenal gland development	['Transcript_100957.0', 'Transcript_166478.0', 'Transcript_179212.0', 'Transcript_182055.0', 'Transcript_231428.0', 'Transcript_43236.0', 'Transcript_48520.0', 'Transcript_71290.0', 'Transcript_77783.0', 'Transcript_79171.0', 'Transcript_84532.0', 'Transcript_86562.0']
GO:0080135	BP	5	2800	4	4.000585143248712	5.074503254245404e-28	5	regulation of cellular response to stress	['Transcript_228405.0', 'Transcript_27662.0', 'Transcript_57765.0', 'Transcript_72189.0', 'Transcript_90153.0']
GO:0009057	BP	3	1659	4	3.982437796538452	1.5614914969889824e-16	3	macromolecule catabolic process	['Transcript_37737.0', 'Transcript_46647.0', 'Transcript_93766.0']
GO:0044265	BP	3	1638	4	3.9640592672235972	3.4654645729213567e-16	3	cellular macromolecule catabolic process	['Transcript_37737.0', 'Transcript_46647.0', 'Transcript_93766.0']
GO:0050790	BP	7	3767	3	3.943147522193533	1.6015766638090351e-37	7	regulation of catalytic activity	['Transcript_23022.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_50830.0', 'Transcript_93766.0']
GO:0043144	BP	18	42	8	3.906305452359808	1.6244306349794834e-16	18	snoRNA processing	['Transcript_107492.0', 'Transcript_151619.0', 'Transcript_157266.0', 'Transcript_169649.0', 'Transcript_193709.0', 'Transcript_235770.0', 'Transcript_252428.0', 'Transcript_258629.0', 'Transcript_263106.0', 'Transcript_269342.0', 'Transcript_33620.0', 'Transcript_51817.0', 'Transcript_54953.0', 'Transcript_74063.0', 'Transcript_89922.0', 'Transcript_95700.0', 'Transcript_96233.0', 'Transcript_97717.0']
GO:0007266	BP	7	3667	6	3.9043317549578065	2.4919549059653296e-36	7	Rho protein signal transduction	['Transcript_126666.0', 'Transcript_234643.0', 'Transcript_238898.0', 'Transcript_240497.0', 'Transcript_27016.0', 'Transcript_39256.0', 'Transcript_40890.0']
GO:0061008	BP	3	1563	4	3.8964416885822537	2.1254401598552196e-15	3	hepaticobiliary system development	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0001889	BP	3	1561	5	3.8945944475604977	2.1210215791368422e-15	3	liver development	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_50830.0']
GO:0016074	BP	18	43	7	3.87235812043647	2.7093515138533057e-16	18	snoRNA metabolic process	['Transcript_107492.0', 'Transcript_151619.0', 'Transcript_157266.0', 'Transcript_169649.0', 'Transcript_193709.0', 'Transcript_235770.0', 'Transcript_252428.0', 'Transcript_258629.0', 'Transcript_263106.0', 'Transcript_269342.0', 'Transcript_33620.0', 'Transcript_51817.0', 'Transcript_54953.0', 'Transcript_74063.0', 'Transcript_89922.0', 'Transcript_95700.0', 'Transcript_96233.0', 'Transcript_97717.0']
GO:0016071	BP	9	4499	6	3.8367657764404783	2.3276159273465817e-44	9	mRNA metabolic process	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_245330.0', 'Transcript_256667.0', 'Transcript_37737.0', 'Transcript_46647.0', 'Transcript_73800.0', 'Transcript_77074.0', 'Transcript_93766.0']
