go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0019222	BP	9	14357	3	4.557020722618345	5.419637842691383e-88	9	regulation of metabolic process	['Transcript_16260.0', 'Transcript_236603.0', 'Transcript_244934.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_47486.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0006820	BP	3	4760	5	4.549262382997351	2.857082499716561e-26	3	anion transport	['Transcript_201017.0', 'Transcript_260133.0', 'Transcript_265558.0']
GO:0048646	BP	3	4717	2	4.536170410331643	3.970621441042916e-26	3	anatomical structure formation involved in morphogenesis	['Transcript_112853.0', 'Transcript_1140.0', 'Transcript_211385.0']
GO:0031323	BP	9	13929	4	4.513358090368707	1.8062989083235452e-84	9	regulation of cellular metabolic process	['Transcript_16260.0', 'Transcript_236603.0', 'Transcript_244934.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_47486.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0036211	BP	5	7713	4	4.508627326190652	7.243584922586878e-44	5	protein modification process	['Transcript_260829.0', 'Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0', 'Transcript_72118.0']
GO:0006464	BP	5	7713	5	4.508627326190652	7.243584922586878e-44	5	cellular protein modification process	['Transcript_260829.0', 'Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0', 'Transcript_72118.0']
GO:0003008	BP	7	10766	2	4.504318813485028	4.985638050382511e-63	7	system process	['Transcript_228657.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_274841.0', 'Transcript_37737.0', 'Transcript_47486.0', 'Transcript_93766.0']
GO:0019219	BP	8	12254	5	4.498444161500531	5.170438919711763e-73	8	regulation of nucleobase-containing compound metabolic process	['Transcript_236603.0', 'Transcript_244934.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_47486.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0080090	BP	9	13724	4	4.491967434638544	5.4652628866274455e-83	9	regulation of primary metabolic process	['Transcript_16260.0', 'Transcript_236603.0', 'Transcript_244934.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_47486.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0051247	BP	3	4523	6	4.475580805433457	6.556739058588078e-25	3	positive regulation of protein metabolic process	['Transcript_16260.0', 'Transcript_37737.0', 'Transcript_93766.0']
GO:0051171	BP	9	13564	4	4.47504909310632	1.4478067399800073e-81	9	regulation of nitrogen compound metabolic process	['Transcript_16260.0', 'Transcript_236603.0', 'Transcript_244934.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_47486.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0006793	BP	3	4511	3	4.471748095521399	1.005652323516923e-24	3	phosphorus metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0006796	BP	3	4499	4	4.467905176381091	9.775866585328797e-25	3	phosphate-containing compound metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0048732	BP	3	4449	4	4.451781907977832	2.1807756219016506e-24	3	gland development	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0017144	BP	3	4430	3	4.445607508244426	3.2774435667517808e-24	3	drug metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0009100	BP	3	4420	4	4.44234717908084	3.198347183094992e-24	3	glycoprotein metabolic process	['Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0']
GO:0006928	BP	4	5855	2	4.432932480911779	2.513440404536418e-32	4	movement of cell or subcellular component	['Transcript_208877.0', 'Transcript_228657.0', 'Transcript_29564.0', 'Transcript_37460.0']
GO:0009892	BP	5	7264	4	4.422099417926755	9.366441249472231e-41	5	negative regulation of metabolic process	['Transcript_244934.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0010605	BP	5	7211	5	4.411534557288565	2.2057098575661955e-40	5	negative regulation of macromolecule metabolic process	['Transcript_244934.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0031175	BP	4	5768	6	4.411334474764024	8.871878830712844e-32	4	neuron projection development	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0044281	BP	4	5746	2	4.405821303055725	1.359248333111159e-31	4	small molecule metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_5436.0']
GO:0000904	BP	4	5730	4	4.401798449167469	2.1727432284007267e-31	4	cell morphogenesis involved in differentiation	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0000902	BP	4	5730	3	4.401798449167469	2.1727432284007267e-31	4	cell morphogenesis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0010629	BP	5	7140	6	4.397259289552302	8.322300435330952e-40	5	negative regulation of gene expression	['Transcript_244934.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0031324	BP	5	7104	5	4.389966796985946	1.271124138001917e-39	5	negative regulation of cellular metabolic process	['Transcript_244934.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0051172	BP	5	7051	5	4.379163095891878	3.05094700830366e-39	5	negative regulation of nitrogen compound metabolic process	['Transcript_244934.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0048667	BP	4	5599	5	4.368432490236194	1.089297264258165e-30	4	cell morphogenesis involved in neuron differentiation	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0032990	BP	4	5591	4	4.366369655152464	1.6719371458095712e-30	4	cell part morphogenesis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0032989	BP	4	5591	3	4.366369655152464	1.6719371458095712e-30	4	cellular component morphogenesis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0048812	BP	4	5588	7	4.365595330932665	1.6631203684840828e-30	4	neuron projection morphogenesis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0120039	BP	4	5588	6	4.365595330932665	1.6631203684840828e-30	4	plasma membrane bounded cell projection morphogenesis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0048858	BP	4	5588	5	4.365595330932665	1.6631203684840828e-30	4	cell projection morphogenesis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0009101	BP	3	4168	5	4.357656087080554	1.7654430636125552e-22	3	glycoprotein biosynthetic process	['Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0']
GO:0045934	BP	5	6936	6	4.355439113857675	1.7705250072835729e-38	5	negative regulation of nucleobase-containing compound metabolic process	['Transcript_244934.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0008104	BP	4	5537	3	4.352367832053598	3.8704670828508395e-30	4	protein localization	['Transcript_137150.0', 'Transcript_228657.0', 'Transcript_37737.0', 'Transcript_93766.0']
GO:0051253	BP	5	6910	6	4.35002092591146	2.732412007608873e-38	5	negative regulation of RNA metabolic process	['Transcript_244934.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0048870	BP	3	4133	2	4.345490173176586	2.5132398257725075e-22	3	cell motility	['Transcript_208877.0', 'Transcript_29564.0', 'Transcript_37460.0']
GO:0070085	BP	3	4067	2	4.322265800264179	5.42438989088399e-22	3	glycosylation	['Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0']
GO:0006486	BP	3	4065	4	4.321556161764436	5.42438989088399e-22	3	protein glycosylation	['Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0']
GO:0043413	BP	3	4065	3	4.321556161764436	5.42438989088399e-22	3	macromolecule glycosylation	['Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0']
GO:0007165	BP	11	14803	2	4.311649370838543	1.4997956899889937e-88	11	signal transduction	['Transcript_104590.0', 'Transcript_112853.0', 'Transcript_206667.0', 'Transcript_211385.0', 'Transcript_236603.0', 'Transcript_242124.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_47486.0', 'Transcript_72118.0', 'Transcript_93766.0']
GO:0043412	BP	6	7962	4	4.291431680893395	3.105193720292405e-44	6	macromolecule modification	['Transcript_116902.0', 'Transcript_260829.0', 'Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0', 'Transcript_72118.0']
GO:0022607	BP	4	5293	4	4.287348964158077	1.6328809602013875e-28	4	cellular component assembly	['Transcript_103374.0', 'Transcript_16260.0', 'Transcript_228657.0', 'Transcript_93998.0']
GO:0035556	BP	7	9050	3	4.253826180323528	1.1157182092917074e-50	7	intracellular signal transduction	['Transcript_206667.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_37737.0', 'Transcript_47486.0', 'Transcript_72118.0', 'Transcript_93766.0']
GO:0061564	BP	4	5167	7	4.252590193948062	8.211948681986464e-28	4	axon development	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0098660	BP	4	5156	4	4.249515573884853	1.2499991953250122e-27	4	inorganic ion transmembrane transport	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_93998.0']
GO:0007409	BP	4	5134	8	4.24334660609862	1.2083136609391396e-27	4	axonogenesis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0048519	BP	8	9980	3	4.202303125747825	6.933215088805542e-56	8	negative regulation of biological process	['Transcript_202000.0', 'Transcript_244934.0', 'Transcript_265999.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_72118.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0042592	BP	4	4986	3	4.2011461930147025	1.3748310381312305e-26	4	homeostatic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_274841.0', 'Transcript_47486.0']
GO:0016477	BP	3	3709	3	4.189331077305055	1.3345727036681278e-19	3	cell migration	['Transcript_208877.0', 'Transcript_29564.0', 'Transcript_37460.0']
GO:0016070	BP	5	6170	5	4.18660570467262	3.2370445264042647e-33	5	RNA metabolic process	['Transcript_101937.0', 'Transcript_116902.0', 'Transcript_204923.0', 'Transcript_37737.0', 'Transcript_93766.0']
GO:1901700	BP	4	4827	3	4.1543901369678045	1.5625391831595941e-25	4	response to oxygen-containing compound	['Transcript_206667.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0019220	BP	3	3614	6	4.151897315666645	4.1148046698791463e-19	3	regulation of phosphate metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0051174	BP	3	3614	5	4.151897315666645	4.1148046698791463e-19	3	regulation of phosphorus metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0065008	BP	8	9611	2	4.147949857727907	2.217274382748706e-53	8	regulation of biological quality	['Transcript_201017.0', 'Transcript_236603.0', 'Transcript_260133.0', 'Transcript_260563.0', 'Transcript_274841.0', 'Transcript_37737.0', 'Transcript_47486.0', 'Transcript_93766.0']
GO:1901135	BP	4	4782	3	4.14087744023483	3.6085728327646904e-25	4	carbohydrate derivative metabolic process	['Transcript_36537.0', 'Transcript_46577.0', 'Transcript_5436.0', 'Transcript_63677.0']
GO:0048523	BP	8	9541	4	4.137403794386015	8.998772758197103e-53	8	negative regulation of cellular process	['Transcript_202000.0', 'Transcript_244934.0', 'Transcript_265999.0', 'Transcript_37737.0', 'Transcript_39393.0', 'Transcript_72118.0', 'Transcript_93766.0', 'Transcript_99732.0']
GO:0043170	BP	12	14221	3	4.128251821089104	1.3649540411107932e-82	12	macromolecule metabolic process	['Transcript_101937.0', 'Transcript_116902.0', 'Transcript_204923.0', 'Transcript_250052.0', 'Transcript_260829.0', 'Transcript_266508.0', 'Transcript_36537.0', 'Transcript_37737.0', 'Transcript_46577.0', 'Transcript_63677.0', 'Transcript_72118.0', 'Transcript_93766.0']
GO:0009888	BP	9	10553	3	4.112919589280501	6.0958932975273325e-59	9	tissue development	['Transcript_112853.0', 'Transcript_233035.0', 'Transcript_241022.0', 'Transcript_255952.0', 'Transcript_28607.0', 'Transcript_76993.0', 'Transcript_78185.0', 'Transcript_88337.0', 'Transcript_96470.0']
GO:0030030	BP	6	6985	4	4.102560925098871	1.6189949224931618e-37	6	cell projection organization	['Transcript_16260.0', 'Transcript_228657.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0048878	BP	3	3460	4	4.089072847326133	4.29018301143404e-18	3	chemical homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0045937	BP	3	3458	7	4.088238678444328	4.29018301143404e-18	3	positive regulation of phosphate metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0010562	BP	3	3458	6	4.088238678444328	4.29018301143404e-18	3	positive regulation of phosphorus metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0044267	BP	7	8057	4	4.0861511436554325	1.1271534777317633e-43	7	cellular protein metabolic process	['Transcript_116902.0', 'Transcript_250052.0', 'Transcript_260829.0', 'Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0', 'Transcript_72118.0']
GO:0021510	BP	3	3429	4	4.07608871373768	6.259926797053245e-18	3	spinal cord development	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0071704	BP	16	18234	2	4.071822485766652	1.0658018613548934e-110	16	organic substance metabolic process	['Transcript_101937.0', 'Transcript_116902.0', 'Transcript_204923.0', 'Transcript_236603.0', 'Transcript_250052.0', 'Transcript_260563.0', 'Transcript_260829.0', 'Transcript_266508.0', 'Transcript_36537.0', 'Transcript_37737.0', 'Transcript_46577.0', 'Transcript_47486.0', 'Transcript_5436.0', 'Transcript_63677.0', 'Transcript_72118.0', 'Transcript_93766.0']
GO:0009059	BP	6	6833	4	4.070819936276684	2.2493269064834384e-36	6	macromolecule biosynthetic process	['Transcript_116902.0', 'Transcript_250052.0', 'Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0', 'Transcript_72118.0']
GO:0034645	BP	6	6794	4	4.062562027681246	3.3673323736098305e-36	6	cellular macromolecule biosynthetic process	['Transcript_116902.0', 'Transcript_250052.0', 'Transcript_36537.0', 'Transcript_46577.0', 'Transcript_63677.0', 'Transcript_72118.0']
GO:0016071	BP	4	4499	6	4.052867677102247	1.7521220082595795e-23	4	mRNA metabolic process	['Transcript_101937.0', 'Transcript_204923.0', 'Transcript_37737.0', 'Transcript_93766.0']
GO:0043436	BP	3	3367	4	4.049764530629692	2.0472571568816337e-17	3	oxoacid metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0006082	BP	3	3367	3	4.049764530629692	2.0472571568816337e-17	3	organic acid metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0019752	BP	3	3366	5	4.049335986131995	2.0467166385011635e-17	3	carboxylic acid metabolic process	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0048468	BP	4	4486	3	4.048692930609474	2.763616790579506e-23	4	cell development	['Transcript_104590.0', 'Transcript_244934.0', 'Transcript_29564.0', 'Transcript_37460.0']
GO:0009653	BP	10	11176	2	4.0436672360453025	3.436189466772918e-62	10	anatomical structure morphogenesis	['Transcript_104590.0', 'Transcript_112853.0', 'Transcript_1140.0', 'Transcript_211385.0', 'Transcript_228560.0', 'Transcript_236603.0', 'Transcript_242124.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0010033	BP	6	6681	3	4.038364868310992	1.9168997461035912e-35	6	response to organic substance	['Transcript_104590.0', 'Transcript_112853.0', 'Transcript_206667.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0120036	BP	6	6643	5	4.030135723880759	4.743180244995406e-35	6	plasma membrane bounded cell projection organization	['Transcript_16260.0', 'Transcript_228657.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0', 'Transcript_97566.0']
GO:0042221	BP	7	7723	2	4.0250697595059215	2.484505280299553e-41	7	response to chemical	['Transcript_104590.0', 'Transcript_112853.0', 'Transcript_201017.0', 'Transcript_206667.0', 'Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:1901137	BP	4	4382	4	4.014852794513424	8.369292457004366e-23	4	carbohydrate derivative biosynthetic process	['Transcript_36537.0', 'Transcript_46577.0', 'Transcript_5436.0', 'Transcript_63677.0']
GO:0044238	BP	16	17469	2	4.0099884296791775	3.9617014832892276e-104	16	primary metabolic process	['Transcript_101937.0', 'Transcript_116902.0', 'Transcript_204923.0', 'Transcript_236603.0', 'Transcript_250052.0', 'Transcript_260563.0', 'Transcript_260829.0', 'Transcript_266508.0', 'Transcript_36537.0', 'Transcript_37737.0', 'Transcript_46577.0', 'Transcript_47486.0', 'Transcript_5436.0', 'Transcript_63677.0', 'Transcript_72118.0', 'Transcript_93766.0']
GO:0050801	BP	3	3272	5	4.008473557743794	5.99389355068997e-17	3	ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0098771	BP	3	3257	6	4.001844529197949	8.961746984727503e-17	3	inorganic ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0055080	BP	3	3257	6	4.001844529197949	8.961746984727503e-17	3	cation homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0055082	BP	3	3246	3	3.9969638093500173	8.770434305260798e-17	3	cellular chemical homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
GO:0006873	BP	3	3229	4	3.989388250416026	1.2895372759470019e-16	3	cellular ion homeostasis	['Transcript_236603.0', 'Transcript_260563.0', 'Transcript_47486.0']
